Config: 
--------------------------------------------
leader L16 of team T8 discovered at 37030.000000 that M151 is in danger (after 11217ms proces-to-process, 10684ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L21 of team T10 discovered at 41343.000000 that M182 is in danger (after 13369ms proces-to-process, 12530ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L21 of team T10 discovered at 31296.000000 that M183 is in danger (after 10898ms proces-to-process, 10325ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L21 of team T10 discovered at 41809.000000 that M186 is in danger (after 17996ms proces-to-process, 16239ms node-to-node, 2hops, 4versions (11 first, 15 discovered)
leader L21 of team T10 discovered at 38666.000000 that M187 is in danger (after 22975ms proces-to-process, 20349ms node-to-node, 2hops, 6versions (7 first, 13 discovered)
leader L21 of team T10 discovered at 35660.000000 that M184 is in danger (after 12603ms proces-to-process, 9229ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L21 of team T10 discovered at 40261.000000 that M185 is in danger (after 18876ms proces-to-process, 16082ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L20 of team T10 discovered at 48944.000000 that M195 is in danger (after 18862ms proces-to-process, 18373ms node-to-node, 7hops, 3versions (15 first, 18 discovered)
leader L20 of team T10 discovered at 45438.000000 that M194 is in danger (after 28758ms proces-to-process, 24931ms node-to-node, 9hops, 9versions (8 first, 17 discovered)
leader L20 of team T10 never discovered that M197 is in danger from 25130.
leader L20 of team T10 discovered at 29652.000000 that M196 is in danger (after 11792ms proces-to-process, 11138ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L20 of team T10 discovered at 47698.000000 that M191 is in danger (after 27683ms proces-to-process, 26833ms node-to-node, 6hops, 9versions (8 first, 17 discovered)
leader L20 of team T10 discovered at 31549.000000 that M190 is in danger (after 893ms proces-to-process, 563ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 51362.000000 that M193 is in danger (after 21797ms proces-to-process, 19072ms node-to-node, 9hops, 2versions (15 first, 17 discovered)
leader L20 of team T10 discovered at 37124.000000 that M192 is in danger (after 14693ms proces-to-process, 13127ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L20 of team T10 discovered at 37124.000000 that M198 is in danger (after 9822ms proces-to-process, 9764ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 47698.000000 that M188 is in danger (after 29360ms proces-to-process, 28385ms node-to-node, 9hops, 4versions (8 first, 12 discovered)
leader L20 of team T10 discovered at 17815.000000 that M189 is in danger (after 1633ms proces-to-process, 533ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L20 of team T10 discovered at 31549.000000 that M200 is in danger (after 12896ms proces-to-process, 10677ms node-to-node, 2hops, 3versions (9 first, 12 discovered)
leader L20 of team T10 discovered at 33452.000000 that M182 is in danger (after 5478ms proces-to-process, 4729ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L20 of team T10 discovered at 32208.000000 that M183 is in danger (after 11810ms proces-to-process, 11360ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L20 of team T10 discovered at 44144.000000 that M186 is in danger (after 20331ms proces-to-process, 18831ms node-to-node, 3hops, 7versions (11 first, 18 discovered)
leader L20 of team T10 discovered at 46840.000000 that M187 is in danger (after 31149ms proces-to-process, 28753ms node-to-node, 6hops, 7versions (7 first, 14 discovered)
leader L20 of team T10 discovered at 37124.000000 that M184 is in danger (after 14067ms proces-to-process, 10749ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 23439.000000 that M185 is in danger (after 2054ms proces-to-process, 19ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L23 of team T11 discovered at 31470.000000 that M214 is in danger (after 2646ms proces-to-process, 2009ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L23 of team T11 discovered at 34686.000000 that M215 is in danger (after 7042ms proces-to-process, 4515ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L23 of team T11 discovered at 50172.000000 that M216 is in danger (after 20280ms proces-to-process, 18451ms node-to-node, 9hops, 7versions (15 first, 22 discovered)
leader L23 of team T11 discovered at 29791.000000 that M218 is in danger (after 4864ms proces-to-process, 3262ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L23 of team T11 discovered at 31470.000000 that M212 is in danger (after 12009ms proces-to-process, 11447ms node-to-node, 11hops, 1versions (9 first, 10 discovered)
leader L23 of team T11 discovered at 33969.000000 that M199 is in danger (after 8090ms proces-to-process, 5746ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L23 of team T11 never discovered that M213 is in danger from 26113.
leader L23 of team T11 discovered at 34686.000000 that M209 is in danger (after 6289ms proces-to-process, 5204ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L23 of team T11 discovered at 29791.000000 that M208 is in danger (after 14373ms proces-to-process, 11096ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L23 of team T11 discovered at 33416.000000 that M220 is in danger (after 11658ms proces-to-process, 9413ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L23 of team T11 discovered at 32802.000000 that M210 is in danger (after 4949ms proces-to-process, 3441ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L23 of team T11 discovered at 21077.000000 that M211 is in danger (after 4316ms proces-to-process, 3821ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 27710.000000 that M219 is in danger (after 4880ms proces-to-process, 4249ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L23 of team T11 discovered at 33416.000000 that M201 is in danger (after 10519ms proces-to-process, 7402ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L23 of team T11 discovered at 32802.000000 that M217 is in danger (after 10929ms proces-to-process, 9613ms node-to-node, 1hops, 3versions (10 first, 13 discovered)
leader L23 of team T11 discovered at 45561.000000 that M203 is in danger (after 27914ms proces-to-process, 27201ms node-to-node, 8hops, 10versions (7 first, 17 discovered)
leader L23 of team T11 never discovered that M202 is in danger from 25308.
leader L23 of team T11 discovered at 26652.000000 that M205 is in danger (after 8455ms proces-to-process, 8434ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L23 of team T11 discovered at 35764.000000 that M204 is in danger (after 15912ms proces-to-process, 15803ms node-to-node, 2hops, 5versions (8 first, 13 discovered)
leader L23 of team T11 discovered at 40232.000000 that M207 is in danger (after 12561ms proces-to-process, 9645ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L23 of team T11 discovered at 32802.000000 that M206 is in danger (after 11906ms proces-to-process, 11240ms node-to-node, 4hops, 2versions (9 first, 11 discovered)
leader L22 of team T11 discovered at 42055.000000 that M214 is in danger (after 13231ms proces-to-process, 12295ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 discovered at 40793.000000 that M215 is in danger (after 13149ms proces-to-process, 10855ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 discovered at 54830.000000 that M216 is in danger (after 24938ms proces-to-process, 23089ms node-to-node, 11hops, 7versions (15 first, 22 discovered)
leader L22 of team T11 discovered at 32762.000000 that M218 is in danger (after 7835ms proces-to-process, 6506ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L22 of team T11 discovered at 37200.000000 that M212 is in danger (after 17739ms proces-to-process, 17209ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L22 of team T11 discovered at 44775.000000 that M199 is in danger (after 18896ms proces-to-process, 16422ms node-to-node, 12hops, 1versions (12 first, 13 discovered)
leader L22 of team T11 never discovered that M213 is in danger from 26113.
leader L22 of team T11 discovered at 45367.000000 that M209 is in danger (after 16970ms proces-to-process, 15742ms node-to-node, 5hops, 3versions (14 first, 17 discovered)
leader L22 of team T11 discovered at 35759.000000 that M208 is in danger (after 20341ms proces-to-process, 17373ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L22 of team T11 discovered at 47375.000000 that M220 is in danger (after 25617ms proces-to-process, 22846ms node-to-node, 5hops, 7versions (10 first, 17 discovered)
leader L22 of team T11 discovered at 39351.000000 that M210 is in danger (after 11498ms proces-to-process, 10716ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 discovered at 44775.000000 that M211 is in danger (after 28014ms proces-to-process, 27711ms node-to-node, 8hops, 8versions (8 first, 16 discovered)
leader L22 of team T11 discovered at 35896.000000 that M219 is in danger (after 13066ms proces-to-process, 12485ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L22 of team T11 discovered at 46356.000000 that M201 is in danger (after 23459ms proces-to-process, 20584ms node-to-node, 8hops, 4versions (11 first, 15 discovered)
leader L22 of team T11 discovered at 26309.000000 that M217 is in danger (after 4436ms proces-to-process, 2966ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L22 of team T11 discovered at 55602.000000 that M203 is in danger (after 37955ms proces-to-process, 37286ms node-to-node, 6hops, 12versions (7 first, 19 discovered)
leader L22 of team T11 never discovered that M202 is in danger from 25308.
leader L22 of team T11 discovered at 39351.000000 that M205 is in danger (after 21154ms proces-to-process, 20880ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L22 of team T11 discovered at 46356.000000 that M204 is in danger (after 26504ms proces-to-process, 25988ms node-to-node, 7hops, 8versions (8 first, 16 discovered)
leader L22 of team T11 discovered at 44775.000000 that M207 is in danger (after 17104ms proces-to-process, 13744ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 42055.000000 that M206 is in danger (after 21159ms proces-to-process, 20426ms node-to-node, 6hops, 2versions (9 first, 11 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=13501.600000, min=334, max=37955, median=12377
Node-2-node response time: avg=11880.359524, min=19, max=37286, median=10816
Hops: avg=4.864286, min=1, max=14, median=5
Process-2-process response time / 1 hop: avg=3384.021429, min=334, max=17503, median=2834
Node-2-node response time / 1 hop: avg=2836.580952, min=19, max=15416, median=2416
Version difference: avg=2.059524, min=0, max=14, median=1
Ratio of leader discoveries: 420 of 440 (95.454545%)
Ratio of discoveries regardless the number of leaders: 215 of 220 (97.727273%)
