Config: 
--------------------------------------------
leader L16 of team T8 discovered at 30203.000000 that M152 is in danger (after 1715ms proces-to-process, 990ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L21 of team T10 discovered at 18415.000000 that M187 is in danger (after 2724ms proces-to-process, 333ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L21 of team T10 discovered at 31778.000000 that M184 is in danger (after 8721ms proces-to-process, 5352ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 32421.000000 that M185 is in danger (after 11036ms proces-to-process, 8591ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L20 of team T10 discovered at 34386.000000 that M195 is in danger (after 4304ms proces-to-process, 3568ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 20653.000000 that M194 is in danger (after 3973ms proces-to-process, 288ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L20 of team T10 discovered at 45755.000000 that M197 is in danger (after 20625ms proces-to-process, 18203ms node-to-node, 4hops, 4versions (12 first, 16 discovered)
leader L20 of team T10 discovered at 23949.000000 that M196 is in danger (after 6089ms proces-to-process, 5065ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 39481.000000 that M191 is in danger (after 19466ms proces-to-process, 19175ms node-to-node, 5hops, 6versions (8 first, 14 discovered)
leader L20 of team T10 discovered at 50873.000000 that M190 is in danger (after 20217ms proces-to-process, 19175ms node-to-node, 3hops, 5versions (15 first, 20 discovered)
leader L20 of team T10 discovered at 47698.000000 that M193 is in danger (after 18133ms proces-to-process, 14945ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 42208.000000 that M192 is in danger (after 19777ms proces-to-process, 18612ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L20 of team T10 discovered at 54655.000000 that M199 is in danger (after 28776ms proces-to-process, 26732ms node-to-node, 8hops, 7versions (12 first, 19 discovered)
leader L20 of team T10 discovered at 50873.000000 that M198 is in danger (after 23571ms proces-to-process, 22785ms node-to-node, 7hops, 6versions (12 first, 18 discovered)
leader L20 of team T10 discovered at 55867.000000 that M188 is in danger (after 37529ms proces-to-process, 36391ms node-to-node, 7hops, 10versions (8 first, 18 discovered)
leader L20 of team T10 discovered at 37124.000000 that M189 is in danger (after 20942ms proces-to-process, 19907ms node-to-node, 4hops, 5versions (7 first, 12 discovered)
leader L20 of team T10 discovered at 45172.000000 that M200 is in danger (after 26519ms proces-to-process, 24583ms node-to-node, 6hops, 6versions (9 first, 15 discovered)
leader L20 of team T10 discovered at 43176.000000 that M180 is in danger (after 21818ms proces-to-process, 21682ms node-to-node, 5hops, 6versions (9 first, 15 discovered)
leader L20 of team T10 discovered at 48944.000000 that M202 is in danger (after 23636ms proces-to-process, 21981ms node-to-node, 9hops, 3versions (12 first, 15 discovered)
leader L20 of team T10 discovered at 53935.000000 that M186 is in danger (after 30122ms proces-to-process, 28196ms node-to-node, 7hops, 6versions (11 first, 17 discovered)
leader L20 of team T10 discovered at 33452.000000 that M187 is in danger (after 17761ms proces-to-process, 14698ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L20 of team T10 never discovered that M184 is in danger from 23057.
leader L20 of team T10 discovered at 39481.000000 that M185 is in danger (after 18096ms proces-to-process, 16018ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L23 of team T11 discovered at 29791.000000 that M214 is in danger (after 967ms proces-to-process, 238ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L23 of team T11 discovered at 34686.000000 that M215 is in danger (after 7042ms proces-to-process, 4405ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L23 of team T11 discovered at 41830.000000 that M216 is in danger (after 11938ms proces-to-process, 10463ms node-to-node, 4hops, 3versions (15 first, 18 discovered)
leader L23 of team T11 discovered at 32886.000000 that M212 is in danger (after 13425ms proces-to-process, 13148ms node-to-node, 4hops, 4versions (9 first, 13 discovered)
leader L23 of team T11 never discovered that M213 is in danger from 26113.
leader L23 of team T11 discovered at 41830.000000 that M209 is in danger (after 13433ms proces-to-process, 12663ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L23 of team T11 discovered at 34686.000000 that M208 is in danger (after 19268ms proces-to-process, 16553ms node-to-node, 5hops, 5versions (8 first, 13 discovered)
leader L23 of team T11 discovered at 26217.000000 that M220 is in danger (after 4459ms proces-to-process, 1702ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L23 of team T11 discovered at 29120.000000 that M210 is in danger (after 1267ms proces-to-process, 561ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L23 of team T11 discovered at 29791.000000 that M218 is in danger (after 4864ms proces-to-process, 3353ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L23 of team T11 discovered at 39422.000000 that M219 is in danger (after 16592ms proces-to-process, 16142ms node-to-node, 2hops, 6versions (11 first, 17 discovered)
leader L23 of team T11 discovered at 38171.000000 that M201 is in danger (after 15274ms proces-to-process, 12214ms node-to-node, 7hops, 2versions (11 first, 13 discovered)
leader L23 of team T11 discovered at 28236.000000 that M217 is in danger (after 6363ms proces-to-process, 4959ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L23 of team T11 discovered at 24469.000000 that M203 is in danger (after 6822ms proces-to-process, 6067ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L23 of team T11 discovered at 17317.000000 that M211 is in danger (after 556ms proces-to-process, 157ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 23964.000000 that M205 is in danger (after 5767ms proces-to-process, 5639ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L23 of team T11 discovered at 24469.000000 that M204 is in danger (after 4617ms proces-to-process, 4338ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 36926.000000 that M207 is in danger (after 9255ms proces-to-process, 6286ms node-to-node, 8hops, 0versions (14 first, 14 discovered)
leader L23 of team T11 discovered at 27305.000000 that M206 is in danger (after 6409ms proces-to-process, 5530ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L22 of team T11 discovered at 52681.000000 that M214 is in danger (after 23857ms proces-to-process, 23394ms node-to-node, 11hops, 7versions (13 first, 20 discovered)
leader L22 of team T11 never discovered that M215 is in danger from 27644.
leader L22 of team T11 discovered at 42055.000000 that M216 is in danger (after 12163ms proces-to-process, 10157ms node-to-node, 8hops, 0versions (15 first, 15 discovered)
leader L22 of team T11 discovered at 37200.000000 that M212 is in danger (after 17739ms proces-to-process, 17294ms node-to-node, 9hops, 1versions (9 first, 10 discovered)
leader L22 of team T11 discovered at 40085.000000 that M213 is in danger (after 13972ms proces-to-process, 13704ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L22 of team T11 discovered at 54250.000000 that M209 is in danger (after 25853ms proces-to-process, 24820ms node-to-node, 9hops, 4versions (14 first, 18 discovered)
leader L22 of team T11 discovered at 36575.000000 that M208 is in danger (after 21157ms proces-to-process, 18081ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L22 of team T11 never discovered that M220 is in danger from 21758.
leader L22 of team T11 never discovered that M210 is in danger from 27853.
leader L22 of team T11 discovered at 52681.000000 that M218 is in danger (after 27754ms proces-to-process, 26624ms node-to-node, 8hops, 9versions (11 first, 20 discovered)
leader L22 of team T11 discovered at 44139.000000 that M219 is in danger (after 21309ms proces-to-process, 20665ms node-to-node, 11hops, 1versions (11 first, 12 discovered)
leader L22 of team T11 discovered at 40233.000000 that M201 is in danger (after 17336ms proces-to-process, 14460ms node-to-node, 5hops, 3versions (11 first, 14 discovered)
leader L22 of team T11 discovered at 37551.000000 that M217 is in danger (after 15678ms proces-to-process, 14555ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L22 of team T11 discovered at 31587.000000 that M203 is in danger (after 13940ms proces-to-process, 13320ms node-to-node, 7hops, 1versions (7 first, 8 discovered)
leader L22 of team T11 discovered at 44139.000000 that M211 is in danger (after 27378ms proces-to-process, 26754ms node-to-node, 10hops, 4versions (8 first, 12 discovered)
leader L22 of team T11 discovered at 40085.000000 that M205 is in danger (after 21888ms proces-to-process, 21314ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L22 of team T11 discovered at 49390.000000 that M204 is in danger (after 29538ms proces-to-process, 29407ms node-to-node, 8hops, 9versions (8 first, 17 discovered)
leader L22 of team T11 discovered at 47375.000000 that M207 is in danger (after 19704ms proces-to-process, 16494ms node-to-node, 10hops, 2versions (14 first, 16 discovered)
leader L22 of team T11 discovered at 52220.000000 that M206 is in danger (after 31324ms proces-to-process, 30520ms node-to-node, 13hops, 8versions (9 first, 17 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=12076.407317, min=232, max=37529, median=10770
Node-2-node response time: avg=10481.465854, min=27, max=36391, median=8935
Hops: avg=4.463415, min=1, max=15, median=4
Process-2-process response time / 1 hop: avg=3216.402439, min=232, max=13811, median=2673
Node-2-node response time / 1 hop: avg=2668.463415, min=27, max=12451, median=2159
Version difference: avg=1.753659, min=0, max=13, median=1
Ratio of leader discoveries: 410 of 440 (93.181818%)
Ratio of discoveries regardless the number of leaders: 219 of 220 (99.545455%)
