Config: 
--------------------------------------------
leader L16 of team T8 discovered at 40795.000000 that M152 is in danger (after 12307ms proces-to-process, 11280ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L20 of team T10 discovered at 48128.000000 that M195 is in danger (after 18046ms proces-to-process, 17541ms node-to-node, 2hops, 5versions (15 first, 20 discovered)
leader L20 of team T10 discovered at 30364.000000 that M194 is in danger (after 13684ms proces-to-process, 9736ms node-to-node, 6hops, 4versions (8 first, 12 discovered)
leader L20 of team T10 discovered at 30680.000000 that M197 is in danger (after 5550ms proces-to-process, 3374ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L20 of team T10 discovered at 21640.000000 that M196 is in danger (after 3780ms proces-to-process, 2932ms node-to-node, 1hops, 2versions (8 first, 10 discovered)
leader L20 of team T10 discovered at 23574.000000 that M191 is in danger (after 3559ms proces-to-process, 3377ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L20 of team T10 discovered at 52992.000000 that M190 is in danger (after 22336ms proces-to-process, 21997ms node-to-node, 10hops, 4versions (15 first, 19 discovered)
leader L20 of team T10 discovered at 35484.000000 that M193 is in danger (after 5919ms proces-to-process, 3326ms node-to-node, 1hops, 1versions (15 first, 16 discovered)
leader L20 of team T10 discovered at 27699.000000 that M192 is in danger (after 5268ms proces-to-process, 4030ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L20 of team T10 discovered at 34386.000000 that M199 is in danger (after 8507ms proces-to-process, 6307ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L20 of team T10 discovered at 28350.000000 that M198 is in danger (after 1048ms proces-to-process, 861ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 29451.000000 that M202 is in danger (after 4143ms proces-to-process, 2441ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L20 of team T10 discovered at 21640.000000 that M188 is in danger (after 3302ms proces-to-process, 2012ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 27699.000000 that M189 is in danger (after 11517ms proces-to-process, 10868ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L20 of team T10 discovered at 26808.000000 that M201 is in danger (after 3911ms proces-to-process, 954ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L20 of team T10 discovered at 24688.000000 that M200 is in danger (after 6035ms proces-to-process, 4046ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L20 of team T10 discovered at 39189.000000 that M181 is in danger (after 13852ms proces-to-process, 12179ms node-to-node, 8hops, 2versions (13 first, 15 discovered)
leader L20 of team T10 discovered at 30364.000000 that M186 is in danger (after 6551ms proces-to-process, 4690ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L20 of team T10 discovered at 20475.000000 that M187 is in danger (after 4784ms proces-to-process, 2300ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L20 of team T10 never discovered that M184 is in danger from 23057.
leader L20 of team T10 discovered at 41878.000000 that M185 is in danger (after 20493ms proces-to-process, 18118ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L23 of team T11 discovered at 43421.000000 that M214 is in danger (after 14597ms proces-to-process, 13783ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L23 of team T11 discovered at 41693.000000 that M215 is in danger (after 14049ms proces-to-process, 11903ms node-to-node, 10hops, 1versions (13 first, 14 discovered)
leader L23 of team T11 discovered at 30903.000000 that M212 is in danger (after 11442ms proces-to-process, 11052ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L23 of team T11 discovered at 40232.000000 that M213 is in danger (after 14119ms proces-to-process, 13133ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L23 of team T11 discovered at 45561.000000 that M209 is in danger (after 17164ms proces-to-process, 16360ms node-to-node, 2hops, 3versions (14 first, 17 discovered)
leader L23 of team T11 discovered at 22231.000000 that M208 is in danger (after 6813ms proces-to-process, 3631ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 never discovered that M220 is in danger from 21758.
leader L23 of team T11 discovered at 40832.000000 that M210 is in danger (after 12979ms proces-to-process, 12249ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L23 of team T11 discovered at 40832.000000 that M218 is in danger (after 15905ms proces-to-process, 14454ms node-to-node, 13hops, 0versions (11 first, 11 discovered)
leader L23 of team T11 discovered at 40832.000000 that M219 is in danger (after 18002ms proces-to-process, 17141ms node-to-node, 11hops, 1versions (11 first, 12 discovered)
leader L23 of team T11 discovered at 46942.000000 that M216 is in danger (after 17050ms proces-to-process, 15477ms node-to-node, 6hops, 4versions (15 first, 19 discovered)
leader L23 of team T11 discovered at 39422.000000 that M217 is in danger (after 17549ms proces-to-process, 16593ms node-to-node, 5hops, 3versions (10 first, 13 discovered)
leader L23 of team T11 discovered at 38171.000000 that M203 is in danger (after 20524ms proces-to-process, 19942ms node-to-node, 3hops, 5versions (7 first, 12 discovered)
leader L23 of team T11 discovered at 25232.000000 that M211 is in danger (after 8471ms proces-to-process, 8130ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 33969.000000 that M205 is in danger (after 15772ms proces-to-process, 15659ms node-to-node, 11hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 20098.000000 that M204 is in danger (after 246ms proces-to-process, 111ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 42791.000000 that M207 is in danger (after 15120ms proces-to-process, 11473ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L23 of team T11 discovered at 44231.000000 that M206 is in danger (after 23335ms proces-to-process, 22071ms node-to-node, 7hops, 2versions (9 first, 11 discovered)
leader L22 of team T11 discovered at 30334.000000 that M214 is in danger (after 1510ms proces-to-process, 260ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L22 of team T11 discovered at 38256.000000 that M215 is in danger (after 10612ms proces-to-process, 8468ms node-to-node, 3hops, 3versions (13 first, 16 discovered)
leader L22 of team T11 discovered at 30334.000000 that M212 is in danger (after 10873ms proces-to-process, 9857ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L22 of team T11 discovered at 35759.000000 that M213 is in danger (after 9646ms proces-to-process, 8691ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L22 of team T11 discovered at 31587.000000 that M209 is in danger (after 3190ms proces-to-process, 2372ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 32762.000000 that M208 is in danger (after 17344ms proces-to-process, 14032ms node-to-node, 2hops, 4versions (8 first, 12 discovered)
leader L22 of team T11 discovered at 27510.000000 that M220 is in danger (after 5752ms proces-to-process, 3698ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L22 of team T11 discovered at 29370.000000 that M210 is in danger (after 1517ms proces-to-process, 558ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L22 of team T11 discovered at 30334.000000 that M218 is in danger (after 5407ms proces-to-process, 3504ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L22 of team T11 discovered at 32762.000000 that M219 is in danger (after 9932ms proces-to-process, 8718ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L22 of team T11 discovered at 44139.000000 that M216 is in danger (after 14247ms proces-to-process, 12696ms node-to-node, 7hops, 1versions (15 first, 16 discovered)
leader L22 of team T11 discovered at 37551.000000 that M217 is in danger (after 15678ms proces-to-process, 14433ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L22 of team T11 discovered at 39351.000000 that M203 is in danger (after 21704ms proces-to-process, 20916ms node-to-node, 12hops, 0versions (7 first, 7 discovered)
leader L22 of team T11 discovered at 28262.000000 that M211 is in danger (after 11501ms proces-to-process, 11294ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 19014.000000 that M205 is in danger (after 817ms proces-to-process, 572ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 28585.000000 that M204 is in danger (after 8733ms proces-to-process, 8573ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 47612.000000 that M207 is in danger (after 19941ms proces-to-process, 16880ms node-to-node, 11hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 35759.000000 that M206 is in danger (after 14863ms proces-to-process, 13442ms node-to-node, 3hops, 6versions (9 first, 15 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=15272.816176, min=246, max=40496, median=15075
Node-2-node response time: avg=13700.899510, min=29, max=38739, median=13709
Hops: avg=5.335784, min=1, max=14, median=5
Process-2-process response time / 1 hop: avg=3560.215686, min=246, max=32852, median=2867
Node-2-node response time / 1 hop: avg=3052.654412, min=29, max=31854, median=2518
Version difference: avg=2.242647, min=0, max=15, median=1
Ratio of leader discoveries: 408 of 440 (92.727273%)
Ratio of discoveries regardless the number of leaders: 216 of 220 (98.181818%)
