Config: 
--------------------------------------------
leader L16 of team T8 discovered at 57247.000000 that M150 is in danger (after 36058ms proces-to-process, 35774ms node-to-node, 2hops, 11versions (10 first, 21 discovered)
leader L29 of team T14 discovered at 40992.000000 that M260 is in danger (after 21781ms proces-to-process, 20746ms node-to-node, 8hops, 4versions (9 first, 13 discovered)
leader L29 of team T14 discovered at 40163.000000 that M272 is in danger (after 17458ms proces-to-process, 15524ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L28 of team T14 discovered at 42976.000000 that M262 is in danger (after 17099ms proces-to-process, 14668ms node-to-node, 9hops, 3versions (12 first, 15 discovered)
leader L28 of team T14 discovered at 24101.000000 that M258 is in danger (after 2399ms proces-to-process, 179ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L28 of team T14 discovered at 28876.000000 that M259 is in danger (after 8932ms proces-to-process, 8088ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L28 of team T14 never discovered that M273 is in danger from 29753.
leader L28 of team T14 never discovered that M269 is in danger from 29364.
leader L28 of team T14 discovered at 35330.000000 that M268 is in danger (after 18908ms proces-to-process, 16098ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L28 of team T14 discovered at 35330.000000 that M263 is in danger (after 17209ms proces-to-process, 15093ms node-to-node, 8hops, 2versions (9 first, 11 discovered)
leader L28 of team T14 discovered at 39974.000000 that M253 is in danger (after 16081ms proces-to-process, 15628ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L28 of team T14 discovered at 38140.000000 that M265 is in danger (after 18844ms proces-to-process, 17831ms node-to-node, 4hops, 5versions (9 first, 14 discovered)
leader L28 of team T14 discovered at 41513.000000 that M264 is in danger (after 21248ms proces-to-process, 20678ms node-to-node, 3hops, 6versions (10 first, 16 discovered)
leader L28 of team T14 never discovered that M256 is in danger from 27171.
leader L28 of team T14 discovered at 42909.000000 that M257 is in danger (after 23466ms proces-to-process, 21006ms node-to-node, 11hops, 4versions (10 first, 14 discovered)
leader L28 of team T14 discovered at 34619.000000 that M254 is in danger (after 7772ms proces-to-process, 6282ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L28 of team T14 discovered at 34326.000000 that M255 is in danger (after 9575ms proces-to-process, 9225ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L28 of team T14 discovered at 55060.000000 that M267 is in danger (after 26399ms proces-to-process, 24959ms node-to-node, 7hops, 8versions (13 first, 21 discovered)
leader L28 of team T14 discovered at 53344.000000 that M274 is in danger (after 35905ms proces-to-process, 33621ms node-to-node, 12hops, 6versions (9 first, 15 discovered)
leader L28 of team T14 discovered at 38600.000000 that M261 is in danger (after 15246ms proces-to-process, 12797ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L28 of team T14 discovered at 36976.000000 that M266 is in danger (after 15656ms proces-to-process, 14196ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L28 of team T14 never discovered that M271 is in danger from 20673.
leader L28 of team T14 discovered at 30559.000000 that M260 is in danger (after 11348ms proces-to-process, 9924ms node-to-node, 3hops, 4versions (9 first, 13 discovered)
leader L28 of team T14 discovered at 39974.000000 that M272 is in danger (after 17269ms proces-to-process, 15576ms node-to-node, 10hops, 0versions (12 first, 12 discovered)
leader L30 of team T15 discovered at 55259.000000 that M281 is in danger (after 26095ms proces-to-process, 25546ms node-to-node, 10hops, 6versions (13 first, 19 discovered)
leader L30 of team T15 discovered at 59436.000000 that M280 is in danger (after 34042ms proces-to-process, 31601ms node-to-node, 10hops, 5versions (12 first, 17 discovered)
leader L30 of team T15 discovered at 30049.000000 that M283 is in danger (after 6516ms proces-to-process, 3478ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L30 of team T15 discovered at 22819.000000 that M282 is in danger (after 6093ms proces-to-process, 4953ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L30 of team T15 discovered at 30647.000000 that M278 is in danger (after 2191ms proces-to-process, 733ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L30 of team T15 discovered at 50945.000000 that M279 is in danger (after 24569ms proces-to-process, 23892ms node-to-node, 9hops, 0versions (12 first, 12 discovered)
leader L30 of team T15 discovered at 35217.000000 that M287 is in danger (after 15477ms proces-to-process, 14890ms node-to-node, 3hops, 4versions (9 first, 13 discovered)
leader L30 of team T15 discovered at 53109.000000 that M286 is in danger (after 25150ms proces-to-process, 25005ms node-to-node, 12hops, 1versions (13 first, 14 discovered)
leader L30 of team T15 discovered at 48665.000000 that M289 is in danger (after 28219ms proces-to-process, 27114ms node-to-node, 13hops, 0versions (9 first, 9 discovered)
leader L30 of team T15 discovered at 50945.000000 that M275 is in danger (after 35603ms proces-to-process, 35464ms node-to-node, 8hops, 10versions (7 first, 17 discovered)
leader L30 of team T15 discovered at 38693.000000 that M276 is in danger (after 20474ms proces-to-process, 18720ms node-to-node, 13hops, 0versions (9 first, 9 discovered)
leader L30 of team T15 discovered at 33437.000000 that M277 is in danger (after 8504ms proces-to-process, 7795ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L30 of team T15 discovered at 35217.000000 that M270 is in danger (after 19556ms proces-to-process, 18389ms node-to-node, 10hops, 2versions (7 first, 9 discovered)
leader L30 of team T15 discovered at 43722.000000 that M290 is in danger (after 24720ms proces-to-process, 22991ms node-to-node, 12hops, 4versions (9 first, 13 discovered)
leader L30 of team T15 discovered at 36949.000000 that M288 is in danger (after 15036ms proces-to-process, 12616ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L30 of team T15 discovered at 39890.000000 that M285 is in danger (after 15198ms proces-to-process, 14486ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L30 of team T15 discovered at 33139.000000 that M291 is in danger (after 9643ms proces-to-process, 8807ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L30 of team T15 discovered at 50945.000000 that M292 is in danger (after 24688ms proces-to-process, 24548ms node-to-node, 5hops, 7versions (12 first, 19 discovered)
leader L30 of team T15 never discovered that M284 is in danger from 26408.
leader L31 of team T15 discovered at 39481.000000 that M281 is in danger (after 10317ms proces-to-process, 10239ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L31 of team T15 discovered at 41182.000000 that M280 is in danger (after 15788ms proces-to-process, 13824ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L31 of team T15 discovered at 59642.000000 that M283 is in danger (after 36109ms proces-to-process, 33180ms node-to-node, 9hops, 7versions (12 first, 19 discovered)
leader L31 of team T15 discovered at 34034.000000 that M282 is in danger (after 17308ms proces-to-process, 15640ms node-to-node, 8hops, 4versions (7 first, 11 discovered)
leader L31 of team T15 discovered at 55039.000000 that M278 is in danger (after 26583ms proces-to-process, 24917ms node-to-node, 7hops, 8versions (13 first, 21 discovered)
leader L31 of team T15 discovered at 51969.000000 that M279 is in danger (after 25593ms proces-to-process, 24368ms node-to-node, 8hops, 6versions (12 first, 18 discovered)
leader L31 of team T15 discovered at 47780.000000 that M287 is in danger (after 28040ms proces-to-process, 27529ms node-to-node, 3hops, 10versions (9 first, 19 discovered)
leader L31 of team T15 discovered at 37017.000000 that M286 is in danger (after 9058ms proces-to-process, 8817ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L31 of team T15 discovered at 28988.000000 that M289 is in danger (after 8542ms proces-to-process, 7822ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L31 of team T15 discovered at 40971.000000 that M275 is in danger (after 25629ms proces-to-process, 25196ms node-to-node, 4hops, 5versions (7 first, 12 discovered)
leader L31 of team T15 never discovered that M276 is in danger from 18219.
leader L31 of team T15 never discovered that M277 is in danger from 24933.
leader L31 of team T15 discovered at 30445.000000 that M270 is in danger (after 14784ms proces-to-process, 13275ms node-to-node, 7hops, 2versions (7 first, 9 discovered)
leader L31 of team T15 discovered at 28988.000000 that M290 is in danger (after 9986ms proces-to-process, 8654ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L31 of team T15 discovered at 38096.000000 that M288 is in danger (after 16183ms proces-to-process, 13673ms node-to-node, 6hops, 3versions (11 first, 14 discovered)
leader L31 of team T15 discovered at 31542.000000 that M285 is in danger (after 6850ms proces-to-process, 5984ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L31 of team T15 discovered at 30445.000000 that M291 is in danger (after 6949ms proces-to-process, 5812ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L31 of team T15 discovered at 39172.000000 that M292 is in danger (after 12915ms proces-to-process, 12733ms node-to-node, 2hops, 4versions (12 first, 16 discovered)
leader L31 of team T15 discovered at 33269.000000 that M284 is in danger (after 6861ms proces-to-process, 5910ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 32421.000000 that M195 is in danger (after 2339ms proces-to-process, 1409ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 28471.000000 that M194 is in danger (after 11791ms proces-to-process, 7816ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 36243.000000 that M197 is in danger (after 11113ms proces-to-process, 9118ms node-to-node, 3hops, 2versions (12 first, 14 discovered)
leader L21 of team T10 discovered at 22044.000000 that M196 is in danger (after 4184ms proces-to-process, 3408ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 23967.000000 that M191 is in danger (after 3952ms proces-to-process, 3749ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 34950.000000 that M190 is in danger (after 4294ms proces-to-process, 4073ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 36243.000000 that M193 is in danger (after 6678ms proces-to-process, 3846ms node-to-node, 4hops, 1versions (15 first, 16 discovered)
leader L21 of team T10 discovered at 30618.000000 that M192 is in danger (after 8187ms proces-to-process, 6867ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L21 of team T10 discovered at 37254.000000 that M199 is in danger (after 11375ms proces-to-process, 9172ms node-to-node, 4hops, 2versions (12 first, 14 discovered)
leader L21 of team T10 discovered at 29856.000000 that M198 is in danger (after 2554ms proces-to-process, 2012ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 24970.000000 that M188 is in danger (after 6632ms proces-to-process, 4931ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 18415.000000 that M189 is in danger (after 2233ms proces-to-process, 788ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L21 of team T10 discovered at 36243.000000 that M183 is in danger (after 15845ms proces-to-process, 15229ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L21 of team T10 discovered at 24970.000000 that M180 is in danger (after 3612ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L21 of team T10 discovered at 30618.000000 that M186 is in danger (after 6805ms proces-to-process, 5366ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L21 of team T10 discovered at 23499.000000 that M187 is in danger (after 7808ms proces-to-process, 5545ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L21 of team T10 discovered at 34129.000000 that M184 is in danger (after 11072ms proces-to-process, 7642ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L21 of team T10 discovered at 24970.000000 that M185 is in danger (after 3585ms proces-to-process, 1172ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L20 of team T10 discovered at 39189.000000 that M195 is in danger (after 9107ms proces-to-process, 8131ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 24449.000000 that M194 is in danger (after 7769ms proces-to-process, 3949ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 42208.000000 that M197 is in danger (after 17078ms proces-to-process, 15104ms node-to-node, 10hops, 2versions (12 first, 14 discovered)
leader L20 of team T10 discovered at 23949.000000 that M196 is in danger (after 6089ms proces-to-process, 5439ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 44144.000000 that M191 is in danger (after 24129ms proces-to-process, 23561ms node-to-node, 6hops, 5versions (8 first, 13 discovered)
leader L20 of team T10 discovered at 46840.000000 that M190 is in danger (after 16184ms proces-to-process, 15777ms node-to-node, 3hops, 2versions (15 first, 17 discovered)
leader L20 of team T10 discovered at 43176.000000 that M193 is in danger (after 13611ms proces-to-process, 10918ms node-to-node, 4hops, 2versions (15 first, 17 discovered)
leader L20 of team T10 discovered at 38277.000000 that M192 is in danger (after 15846ms proces-to-process, 14196ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L20 of team T10 discovered at 29906.000000 that M199 is in danger (after 4027ms proces-to-process, 1519ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 39189.000000 that M198 is in danger (after 11887ms proces-to-process, 11329ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 29906.000000 that M188 is in danger (after 11568ms proces-to-process, 10538ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L20 of team T10 discovered at 27385.000000 that M189 is in danger (after 11203ms proces-to-process, 10338ms node-to-node, 8hops, 1versions (7 first, 8 discovered)
leader L20 of team T10 discovered at 52992.000000 that M183 is in danger (after 32594ms proces-to-process, 31901ms node-to-node, 6hops, 11versions (9 first, 20 discovered)
leader L20 of team T10 discovered at 31700.000000 that M180 is in danger (after 10342ms proces-to-process, 9929ms node-to-node, 6hops, 2versions (9 first, 11 discovered)
leader L20 of team T10 never discovered that M186 is in danger from 23813.
leader L20 of team T10 discovered at 34386.000000 that M187 is in danger (after 18695ms proces-to-process, 16350ms node-to-node, 7hops, 3versions (7 first, 10 discovered)
leader L20 of team T10 discovered at 45172.000000 that M184 is in danger (after 22115ms proces-to-process, 18506ms node-to-node, 10hops, 4versions (12 first, 16 discovered)
leader L20 of team T10 discovered at 37124.000000 that M185 is in danger (after 15739ms proces-to-process, 13520ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L23 of team T11 discovered at 46942.000000 that M214 is in danger (after 18118ms proces-to-process, 17335ms node-to-node, 7hops, 4versions (13 first, 17 discovered)
leader L23 of team T11 discovered at 53878.000000 that M215 is in danger (after 26234ms proces-to-process, 23931ms node-to-node, 6hops, 9versions (13 first, 22 discovered)
leader L23 of team T11 never discovered that M216 is in danger from 29892.
leader L23 of team T11 discovered at 38171.000000 that M218 is in danger (after 13244ms proces-to-process, 11720ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L23 of team T11 never discovered that M212 is in danger from 19461.
leader L23 of team T11 discovered at 43421.000000 that M213 is in danger (after 17308ms proces-to-process, 17003ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L23 of team T11 never discovered that M209 is in danger from 28397.
leader L23 of team T11 discovered at 29791.000000 that M208 is in danger (after 14373ms proces-to-process, 11363ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
leader L23 of team T11 discovered at 46942.000000 that M210 is in danger (after 19089ms proces-to-process, 18114ms node-to-node, 4hops, 5versions (13 first, 18 discovered)
leader L23 of team T11 discovered at 45561.000000 that M211 is in danger (after 28800ms proces-to-process, 28210ms node-to-node, 11hops, 9versions (8 first, 17 discovered)
leader L23 of team T11 discovered at 52163.000000 that M219 is in danger (after 29333ms proces-to-process, 28279ms node-to-node, 4hops, 8versions (11 first, 19 discovered)
leader L23 of team T11 discovered at 52163.000000 that M201 is in danger (after 29266ms proces-to-process, 26028ms node-to-node, 4hops, 11versions (11 first, 22 discovered)
leader L23 of team T11 discovered at 29791.000000 that M200 is in danger (after 11138ms proces-to-process, 8598ms node-to-node, 1hops, 3versions (9 first, 12 discovered)
leader L23 of team T11 discovered at 38887.000000 that M203 is in danger (after 21240ms proces-to-process, 20628ms node-to-node, 10hops, 4versions (7 first, 11 discovered)
leader L23 of team T11 discovered at 44231.000000 that M202 is in danger (after 18923ms proces-to-process, 16665ms node-to-node, 6hops, 3versions (12 first, 15 discovered)
leader L23 of team T11 discovered at 38388.000000 that M205 is in danger (after 20191ms proces-to-process, 20153ms node-to-node, 2hops, 8versions (8 first, 16 discovered)
leader L23 of team T11 discovered at 28236.000000 that M204 is in danger (after 8384ms proces-to-process, 8152ms node-to-node, 3hops, 1versions (8 first, 9 discovered)
leader L23 of team T11 never discovered that M207 is in danger from 27671.
leader L23 of team T11 discovered at 42791.000000 that M206 is in danger (after 21895ms proces-to-process, 21156ms node-to-node, 12hops, 3versions (9 first, 12 discovered)
leader L22 of team T11 discovered at 44139.000000 that M214 is in danger (after 15315ms proces-to-process, 14668ms node-to-node, 4hops, 4versions (13 first, 17 discovered)
leader L22 of team T11 discovered at 36575.000000 that M215 is in danger (after 8931ms proces-to-process, 6377ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 never discovered that M216 is in danger from 29892.
leader L22 of team T11 discovered at 58348.000000 that M218 is in danger (after 33421ms proces-to-process, 31683ms node-to-node, 7hops, 12versions (11 first, 23 discovered)
leader L22 of team T11 discovered at 31113.000000 that M212 is in danger (after 11652ms proces-to-process, 10916ms node-to-node, 10hops, 1versions (9 first, 10 discovered)
leader L22 of team T11 discovered at 56769.000000 that M213 is in danger (after 30656ms proces-to-process, 30307ms node-to-node, 4hops, 6versions (12 first, 18 discovered)
leader L22 of team T11 discovered at 50226.000000 that M209 is in danger (after 21829ms proces-to-process, 21005ms node-to-node, 6hops, 5versions (14 first, 19 discovered)
leader L22 of team T11 discovered at 31113.000000 that M208 is in danger (after 15695ms proces-to-process, 12416ms node-to-node, 9hops, 2versions (8 first, 10 discovered)
leader L22 of team T11 discovered at 36575.000000 that M210 is in danger (after 8722ms proces-to-process, 7815ms node-to-node, 7hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 discovered at 35759.000000 that M211 is in danger (after 18998ms proces-to-process, 18579ms node-to-node, 13hops, 2versions (8 first, 10 discovered)
leader L22 of team T11 discovered at 43056.000000 that M219 is in danger (after 20226ms proces-to-process, 19504ms node-to-node, 5hops, 5versions (11 first, 16 discovered)
leader L22 of team T11 discovered at 31113.000000 that M201 is in danger (after 8216ms proces-to-process, 5059ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L22 of team T11 discovered at 26546.000000 that M200 is in danger (after 7893ms proces-to-process, 5884ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L22 of team T11 discovered at 29370.000000 that M203 is in danger (after 11723ms proces-to-process, 10575ms node-to-node, 9hops, 1versions (7 first, 8 discovered)
leader L22 of team T11 discovered at 33387.000000 that M202 is in danger (after 8079ms proces-to-process, 6144ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L22 of team T11 discovered at 22185.000000 that M205 is in danger (after 3988ms proces-to-process, 3395ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L22 of team T11 discovered at 31113.000000 that M204 is in danger (after 11261ms proces-to-process, 11062ms node-to-node, 5hops, 4versions (8 first, 12 discovered)
leader L22 of team T11 discovered at 40793.000000 that M207 is in danger (after 13122ms proces-to-process, 10124ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 31587.000000 that M206 is in danger (after 10691ms proces-to-process, 9724ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L25 of team T12 discovered at 31538.000000 that M230 is in danger (after 9819ms proces-to-process, 8194ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L25 of team T12 discovered at 44611.000000 that M236 is in danger (after 20159ms proces-to-process, 19390ms node-to-node, 9hops, 0versions (11 first, 11 discovered)
leader L25 of team T12 discovered at 38364.000000 that M231 is in danger (after 12270ms proces-to-process, 10758ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L25 of team T12 discovered at 26154.000000 that M234 is in danger (after 2432ms proces-to-process, 226ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L25 of team T12 never discovered that M233 is in danger from 21183.
leader L25 of team T12 discovered at 43601.000000 that M232 is in danger (after 14612ms proces-to-process, 12334ms node-to-node, 9hops, 0versions (14 first, 14 discovered)
leader L25 of team T12 discovered at 44195.000000 that M223 is in danger (after 23513ms proces-to-process, 21232ms node-to-node, 7hops, 5versions (9 first, 14 discovered)
leader L25 of team T12 discovered at 42727.000000 that M222 is in danger (after 14755ms proces-to-process, 12008ms node-to-node, 3hops, 2versions (14 first, 16 discovered)
leader L25 of team T12 discovered at 46497.000000 that M221 is in danger (after 21202ms proces-to-process, 19176ms node-to-node, 5hops, 5versions (12 first, 17 discovered)
leader L25 of team T12 discovered at 46598.000000 that M220 is in danger (after 24840ms proces-to-process, 22834ms node-to-node, 8hops, 4versions (10 first, 14 discovered)
leader L25 of team T12 discovered at 23666.000000 that M227 is in danger (after 7566ms proces-to-process, 6274ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L25 of team T12 discovered at 45925.000000 that M226 is in danger (after 22273ms proces-to-process, 20447ms node-to-node, 3hops, 5versions (12 first, 17 discovered)
leader L25 of team T12 discovered at 35033.000000 that M225 is in danger (after 13856ms proces-to-process, 13628ms node-to-node, 12hops, 1versions (10 first, 11 discovered)
leader L25 of team T12 discovered at 44195.000000 that M224 is in danger (after 21076ms proces-to-process, 20060ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L25 of team T12 never discovered that M217 is in danger from 21873.
leader L25 of team T12 discovered at 34158.000000 that M229 is in danger (after 17441ms proces-to-process, 14535ms node-to-node, 13hops, 2versions (8 first, 10 discovered)
leader L25 of team T12 discovered at 33145.000000 that M228 is in danger (after 14599ms proces-to-process, 12033ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L24 of team T12 discovered at 36460.000000 that M230 is in danger (after 14741ms proces-to-process, 13078ms node-to-node, 2hops, 4versions (10 first, 14 discovered)
leader L24 of team T12 discovered at 47336.000000 that M236 is in danger (after 22884ms proces-to-process, 21828ms node-to-node, 10hops, 0versions (11 first, 11 discovered)
leader L24 of team T12 discovered at 34157.000000 that M231 is in danger (after 8063ms proces-to-process, 6531ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L24 of team T12 discovered at 34157.000000 that M234 is in danger (after 10435ms proces-to-process, 8633ms node-to-node, 6hops, 2versions (11 first, 13 discovered)
leader L24 of team T12 discovered at 40771.000000 that M233 is in danger (after 19588ms proces-to-process, 18346ms node-to-node, 8hops, 5versions (10 first, 15 discovered)
leader L24 of team T12 discovered at 45401.000000 that M232 is in danger (after 16412ms proces-to-process, 14235ms node-to-node, 10hops, 0versions (14 first, 14 discovered)
leader L24 of team T12 discovered at 41017.000000 that M223 is in danger (after 20335ms proces-to-process, 18265ms node-to-node, 3hops, 7versions (9 first, 16 discovered)
leader L24 of team T12 never discovered that M222 is in danger from 27972.
leader L24 of team T12 discovered at 35231.000000 that M221 is in danger (after 9936ms proces-to-process, 7660ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L24 of team T12 discovered at 35231.000000 that M220 is in danger (after 13473ms proces-to-process, 11245ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L24 of team T12 discovered at 24300.000000 that M227 is in danger (after 8200ms proces-to-process, 6481ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L24 of team T12 discovered at 35231.000000 that M226 is in danger (after 11579ms proces-to-process, 9209ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L24 of team T12 discovered at 24300.000000 that M225 is in danger (after 3123ms proces-to-process, 2604ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L24 of team T12 discovered at 46161.000000 that M224 is in danger (after 23042ms proces-to-process, 22166ms node-to-node, 6hops, 2versions (10 first, 12 discovered)
leader L24 of team T12 discovered at 41017.000000 that M217 is in danger (after 19144ms proces-to-process, 18160ms node-to-node, 7hops, 6versions (10 first, 16 discovered)
leader L24 of team T12 discovered at 37771.000000 that M229 is in danger (after 21054ms proces-to-process, 19113ms node-to-node, 8hops, 6versions (8 first, 14 discovered)
leader L24 of team T12 discovered at 40771.000000 that M228 is in danger (after 22225ms proces-to-process, 19567ms node-to-node, 8hops, 6versions (9 first, 15 discovered)
leader L27 of team T13 discovered at 35684.000000 that M251 is in danger (after 6919ms proces-to-process, 6349ms node-to-node, 7hops, 1versions (14 first, 15 discovered)
leader L27 of team T13 discovered at 21201.000000 that M252 is in danger (after 4168ms proces-to-process, 3215ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 34473.000000 that M250 is in danger (after 8901ms proces-to-process, 6586ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L27 of team T13 discovered at 40783.000000 that M242 is in danger (after 17709ms proces-to-process, 16536ms node-to-node, 3hops, 2versions (10 first, 12 discovered)
leader L27 of team T13 discovered at 24933.000000 that M245 is in danger (after 9132ms proces-to-process, 7244ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 24933.000000 that M244 is in danger (after 7407ms proces-to-process, 6929ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 34871.000000 that M247 is in danger (after 9519ms proces-to-process, 7348ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L27 of team T13 discovered at 32839.000000 that M246 is in danger (after 14588ms proces-to-process, 13450ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L27 of team T13 discovered at 29292.000000 that M241 is in danger (after 9243ms proces-to-process, 7667ms node-to-node, 8hops, 0versions (9 first, 9 discovered)
leader L27 of team T13 discovered at 19601.000000 that M240 is in danger (after 3512ms proces-to-process, 1976ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 32839.000000 that M243 is in danger (after 3124ms proces-to-process, 2011ms node-to-node, 4hops, 0versions (14 first, 14 discovered)
leader L27 of team T13 discovered at 23022.000000 that M237 is in danger (after 6593ms proces-to-process, 6065ms node-to-node, 7hops, 1versions (7 first, 8 discovered)
leader L27 of team T13 discovered at 23562.000000 that M238 is in danger (after 4587ms proces-to-process, 4362ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 19601.000000 that M239 is in danger (after 2754ms proces-to-process, 2504ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 34473.000000 that M249 is in danger (after 7617ms proces-to-process, 5665ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L27 of team T13 discovered at 34473.000000 that M248 is in danger (after 6532ms proces-to-process, 6173ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L26 of team T13 discovered at 29922.000000 that M251 is in danger (after 1157ms proces-to-process, 717ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L26 of team T13 discovered at 18453.000000 that M252 is in danger (after 1420ms proces-to-process, 805ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 38944.000000 that M250 is in danger (after 13372ms proces-to-process, 11407ms node-to-node, 10hops, 1versions (12 first, 13 discovered)
leader L26 of team T13 discovered at 41838.000000 that M242 is in danger (after 18764ms proces-to-process, 17741ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L26 of team T13 discovered at 24984.000000 that M245 is in danger (after 9183ms proces-to-process, 6974ms node-to-node, 9hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 36174.000000 that M244 is in danger (after 18648ms proces-to-process, 18481ms node-to-node, 6hops, 5versions (8 first, 13 discovered)
leader L26 of team T13 discovered at 36174.000000 that M247 is in danger (after 10822ms proces-to-process, 8552ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L26 of team T13 discovered at 31935.000000 that M246 is in danger (after 13684ms proces-to-process, 12245ms node-to-node, 5hops, 2versions (8 first, 10 discovered)
