Config: 
--------------------------------------------
leader L16 of team T8 discovered at 29377.000000 that M151 is in danger (after 3564ms proces-to-process, 3366ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L21 of team T10 discovered at 28982.000000 that M201 is in danger (after 6085ms proces-to-process, 3035ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L21 of team T10 discovered at 21168.000000 that M188 is in danger (after 2830ms proces-to-process, 1617ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 20392.000000 that M189 is in danger (after 4210ms proces-to-process, 3639ms node-to-node, 2hops, 2versions (7 first, 9 discovered)
leader L21 of team T10 discovered at 31296.000000 that M182 is in danger (after 3322ms proces-to-process, 2029ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L21 of team T10 discovered at 34950.000000 that M181 is in danger (after 9613ms proces-to-process, 7233ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L21 of team T10 discovered at 26937.000000 that M186 is in danger (after 3124ms proces-to-process, 1477ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L21 of team T10 discovered at 19960.000000 that M187 is in danger (after 4269ms proces-to-process, 1703ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L21 of team T10 discovered at 27758.000000 that M184 is in danger (after 4701ms proces-to-process, 1284ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 33664.000000 that M185 is in danger (after 12279ms proces-to-process, 9762ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L20 of team T10 discovered at 43176.000000 that M195 is in danger (after 13094ms proces-to-process, 12439ms node-to-node, 3hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 34386.000000 that M194 is in danger (after 17706ms proces-to-process, 14094ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L20 of team T10 discovered at 43176.000000 that M197 is in danger (after 18046ms proces-to-process, 16052ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L20 of team T10 discovered at 31259.000000 that M196 is in danger (after 13399ms proces-to-process, 12493ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 22071.000000 that M191 is in danger (after 2056ms proces-to-process, 1770ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L20 of team T10 discovered at 47698.000000 that M190 is in danger (after 17042ms proces-to-process, 16550ms node-to-node, 3hops, 3versions (15 first, 18 discovered)
leader L20 of team T10 discovered at 45755.000000 that M193 is in danger (after 16190ms proces-to-process, 13527ms node-to-node, 9hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 34386.000000 that M192 is in danger (after 11955ms proces-to-process, 10343ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L20 of team T10 discovered at 38277.000000 that M198 is in danger (after 10975ms proces-to-process, 10814ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 never discovered that M202 is in danger from 25308.
leader L20 of team T10 discovered at 44720.000000 that M201 is in danger (after 21823ms proces-to-process, 18532ms node-to-node, 9hops, 3versions (11 first, 14 discovered)
leader L20 of team T10 discovered at 20059.000000 that M188 is in danger (after 1721ms proces-to-process, 605ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 31929.000000 that M189 is in danger (after 15747ms proces-to-process, 15002ms node-to-node, 9hops, 3versions (7 first, 10 discovered)
leader L20 of team T10 discovered at 47698.000000 that M182 is in danger (after 19724ms proces-to-process, 18984ms node-to-node, 7hops, 5versions (13 first, 18 discovered)
leader L20 of team T10 discovered at 44720.000000 that M181 is in danger (after 19383ms proces-to-process, 17478ms node-to-node, 10hops, 0versions (13 first, 13 discovered)
leader L20 of team T10 discovered at 34386.000000 that M186 is in danger (after 10573ms proces-to-process, 8923ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L20 of team T10 discovered at 58418.000000 that M187 is in danger (after 42727ms proces-to-process, 39813ms node-to-node, 7hops, 15versions (7 first, 22 discovered)
leader L20 of team T10 discovered at 26808.000000 that M184 is in danger (after 3751ms proces-to-process, 8ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L20 of team T10 never discovered that M185 is in danger from 21385.
leader L23 of team T11 discovered at 39422.000000 that M214 is in danger (after 10598ms proces-to-process, 9954ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L23 of team T11 never discovered that M215 is in danger from 27644.
leader L23 of team T11 discovered at 30289.000000 that M212 is in danger (after 10828ms proces-to-process, 10361ms node-to-node, 1hops, 1versions (9 first, 10 discovered)
leader L23 of team T11 never discovered that M219 is in danger from 22830.
leader L23 of team T11 discovered at 44826.000000 that M199 is in danger (after 18947ms proces-to-process, 16903ms node-to-node, 8hops, 3versions (12 first, 15 discovered)
leader L23 of team T11 discovered at 38887.000000 that M213 is in danger (after 12774ms proces-to-process, 12304ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L23 of team T11 discovered at 52580.000000 that M209 is in danger (after 24183ms proces-to-process, 23055ms node-to-node, 4hops, 3versions (14 first, 17 discovered)
leader L23 of team T11 discovered at 19694.000000 that M208 is in danger (after 4276ms proces-to-process, 1594ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 never discovered that M220 is in danger from 21758.
leader L23 of team T11 discovered at 38171.000000 that M210 is in danger (after 10318ms proces-to-process, 9647ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L23 of team T11 discovered at 32802.000000 that M218 is in danger (after 7875ms proces-to-process, 6044ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L23 of team T11 discovered at 27305.000000 that M217 is in danger (after 5432ms proces-to-process, 4455ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L23 of team T11 discovered at 45561.000000 that M216 is in danger (after 15669ms proces-to-process, 13503ms node-to-node, 6hops, 4versions (15 first, 19 discovered)
leader L23 of team T11 discovered at 35194.000000 that M200 is in danger (after 16541ms proces-to-process, 14262ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L23 of team T11 discovered at 23107.000000 that M203 is in danger (after 5460ms proces-to-process, 4682ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L23 of team T11 discovered at 20684.000000 that M211 is in danger (after 3923ms proces-to-process, 3525ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 29120.000000 that M205 is in danger (after 10923ms proces-to-process, 10068ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L23 of team T11 discovered at 33416.000000 that M204 is in danger (after 13564ms proces-to-process, 12949ms node-to-node, 6hops, 2versions (8 first, 10 discovered)
leader L23 of team T11 discovered at 33969.000000 that M207 is in danger (after 6298ms proces-to-process, 2936ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L23 of team T11 discovered at 30903.000000 that M206 is in danger (after 10007ms proces-to-process, 9422ms node-to-node, 6hops, 3versions (9 first, 12 discovered)
leader L22 of team T11 discovered at 34399.000000 that M214 is in danger (after 5575ms proces-to-process, 5188ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 never discovered that M215 is in danger from 27644.
leader L22 of team T11 discovered at 31113.000000 that M212 is in danger (after 11652ms proces-to-process, 10764ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L22 of team T11 never discovered that M219 is in danger from 22830.
leader L22 of team T11 discovered at 35759.000000 that M199 is in danger (after 9880ms proces-to-process, 7101ms node-to-node, 2hops, 0versions (12 first, 12 discovered)
leader L22 of team T11 discovered at 34904.000000 that M213 is in danger (after 8791ms proces-to-process, 8356ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L22 of team T11 discovered at 46356.000000 that M209 is in danger (after 17959ms proces-to-process, 17032ms node-to-node, 1hops, 3versions (14 first, 17 discovered)
leader L22 of team T11 discovered at 21526.000000 that M208 is in danger (after 6108ms proces-to-process, 3023ms node-to-node, 1hops, 2versions (8 first, 10 discovered)
leader L22 of team T11 never discovered that M220 is in danger from 21758.
leader L22 of team T11 discovered at 30334.000000 that M210 is in danger (after 2481ms proces-to-process, 1816ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L22 of team T11 discovered at 28262.000000 that M218 is in danger (after 3335ms proces-to-process, 1811ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L22 of team T11 discovered at 23873.000000 that M217 is in danger (after 2000ms proces-to-process, 1009ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L22 of team T11 discovered at 40793.000000 that M216 is in danger (after 10901ms proces-to-process, 9226ms node-to-node, 4hops, 4versions (15 first, 19 discovered)
leader L22 of team T11 discovered at 26309.000000 that M200 is in danger (after 7656ms proces-to-process, 5621ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L22 of team T11 discovered at 20224.000000 that M203 is in danger (after 2577ms proces-to-process, 1817ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L22 of team T11 discovered at 18604.000000 that M211 is in danger (after 1843ms proces-to-process, 1411ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 19735.000000 that M205 is in danger (after 1538ms proces-to-process, 1111ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 22745.000000 that M204 is in danger (after 2893ms proces-to-process, 2407ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 34399.000000 that M207 is in danger (after 6728ms proces-to-process, 3740ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 22185.000000 that M206 is in danger (after 1289ms proces-to-process, 237ms node-to-node, 1hops, 0versions (9 first, 9 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=12449.393365, min=572, max=42727, median=11112
Node-2-node response time: avg=10847.500000, min=7, max=40480, median=9761
Hops: avg=4.571090, min=1, max=16, median=4
Process-2-process response time / 1 hop: avg=3313.770142, min=360, max=20459, median=2627
Node-2-node response time / 1 hop: avg=2797.267773, min=7, max=17619, median=2222
Version difference: avg=1.992891, min=0, max=15, median=1
Ratio of leader discoveries: 422 of 440 (95.909091%)
Ratio of discoveries regardless the number of leaders: 217 of 220 (98.636364%)
