Config: 
--------------------------------------------
leader L16 of team T8 discovered at 34900.000000 that M151 is in danger (after 9087ms proces-to-process, 8543ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L28 of team T14 discovered at 32899.000000 that M260 is in danger (after 13688ms proces-to-process, 12473ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L28 of team T14 discovered at 45844.000000 that M270 is in danger (after 30183ms proces-to-process, 29212ms node-to-node, 9hops, 5versions (7 first, 12 discovered)
leader L28 of team T14 discovered at 45844.000000 that M266 is in danger (after 24524ms proces-to-process, 22815ms node-to-node, 4hops, 7versions (10 first, 17 discovered)
leader L28 of team T14 discovered at 38942.000000 that M271 is in danger (after 18269ms proces-to-process, 17898ms node-to-node, 7hops, 3versions (9 first, 12 discovered)
leader L30 of team T15 discovered at 41719.000000 that M281 is in danger (after 12555ms proces-to-process, 12358ms node-to-node, 5hops, 4versions (13 first, 17 discovered)
leader L30 of team T15 discovered at 35217.000000 that M280 is in danger (after 9823ms proces-to-process, 7154ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L30 of team T15 discovered at 24867.000000 that M283 is in danger (after 924ms proces-to-process, 307ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L30 of team T15 discovered at 27541.000000 that M282 is in danger (after 10815ms proces-to-process, 9213ms node-to-node, 6hops, 1versions (7 first, 8 discovered)
leader L30 of team T15 discovered at 41214.000000 that M278 is in danger (after 12758ms proces-to-process, 10363ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L30 of team T15 discovered at 30647.000000 that M279 is in danger (after 4271ms proces-to-process, 3579ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L30 of team T15 never discovered that M287 is in danger from 19740.
leader L30 of team T15 discovered at 31259.000000 that M286 is in danger (after 3300ms proces-to-process, 2611ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L30 of team T15 discovered at 28547.000000 that M274 is in danger (after 11108ms proces-to-process, 8769ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L30 of team T15 discovered at 21776.000000 that M275 is in danger (after 6434ms proces-to-process, 6115ms node-to-node, 1hops, 0versions (7 first, 7 discovered)
leader L30 of team T15 discovered at 32405.000000 that M276 is in danger (after 14186ms proces-to-process, 12620ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L30 of team T15 discovered at 33250.000000 that M277 is in danger (after 8317ms proces-to-process, 7387ms node-to-node, 3hops, 1versions (11 first, 12 discovered)
leader L30 of team T15 discovered at 22934.000000 that M290 is in danger (after 3932ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L30 of team T15 discovered at 36191.000000 that M272 is in danger (after 13486ms proces-to-process, 11813ms node-to-node, 8hops, 1versions (12 first, 13 discovered)
leader L30 of team T15 discovered at 41214.000000 that M273 is in danger (after 11461ms proces-to-process, 8111ms node-to-node, 5hops, 3versions (15 first, 18 discovered)
leader L30 of team T15 discovered at 26175.000000 that M289 is in danger (after 5729ms proces-to-process, 5025ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L30 of team T15 discovered at 27541.000000 that M288 is in danger (after 5628ms proces-to-process, 2682ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L30 of team T15 discovered at 35896.000000 that M285 is in danger (after 11204ms proces-to-process, 10460ms node-to-node, 1hops, 3versions (12 first, 15 discovered)
leader L30 of team T15 never discovered that M291 is in danger from 23496.
leader L30 of team T15 never discovered that M292 is in danger from 26257.
leader L30 of team T15 discovered at 38213.000000 that M284 is in danger (after 11805ms proces-to-process, 11338ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L31 of team T15 discovered at 56259.000000 that M281 is in danger (after 27095ms proces-to-process, 26940ms node-to-node, 9hops, 2versions (13 first, 15 discovered)
leader L31 of team T15 discovered at 45412.000000 that M280 is in danger (after 20018ms proces-to-process, 17778ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L31 of team T15 discovered at 51969.000000 that M283 is in danger (after 28026ms proces-to-process, 27544ms node-to-node, 6hops, 6versions (11 first, 17 discovered)
leader L31 of team T15 discovered at 44014.000000 that M282 is in danger (after 27288ms proces-to-process, 26298ms node-to-node, 11hops, 2versions (7 first, 9 discovered)
leader L31 of team T15 discovered at 54520.000000 that M278 is in danger (after 26064ms proces-to-process, 24510ms node-to-node, 9hops, 5versions (13 first, 18 discovered)
leader L31 of team T15 discovered at 42391.000000 that M279 is in danger (after 16015ms proces-to-process, 15597ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L31 of team T15 never discovered that M287 is in danger from 19740.
leader L31 of team T15 discovered at 44512.000000 that M286 is in danger (after 16553ms proces-to-process, 16438ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L31 of team T15 discovered at 24525.000000 that M274 is in danger (after 7086ms proces-to-process, 4552ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L31 of team T15 discovered at 31542.000000 that M275 is in danger (after 16200ms proces-to-process, 15277ms node-to-node, 3hops, 2versions (7 first, 9 discovered)
leader L31 of team T15 discovered at 31542.000000 that M276 is in danger (after 13323ms proces-to-process, 11632ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L31 of team T15 discovered at 43841.000000 that M277 is in danger (after 18908ms proces-to-process, 18000ms node-to-node, 9hops, 1versions (11 first, 12 discovered)
leader L31 of team T15 discovered at 31542.000000 that M290 is in danger (after 12540ms proces-to-process, 11022ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L31 of team T15 discovered at 42756.000000 that M272 is in danger (after 20051ms proces-to-process, 18603ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L31 of team T15 discovered at 45412.000000 that M273 is in danger (after 15659ms proces-to-process, 11489ms node-to-node, 8hops, 0versions (15 first, 15 discovered)
leader L31 of team T15 discovered at 41542.000000 that M289 is in danger (after 21096ms proces-to-process, 20409ms node-to-node, 9hops, 2versions (9 first, 11 discovered)
leader L31 of team T15 discovered at 49517.000000 that M288 is in danger (after 27604ms proces-to-process, 24808ms node-to-node, 8hops, 6versions (11 first, 17 discovered)
leader L31 of team T15 discovered at 47031.000000 that M285 is in danger (after 22339ms proces-to-process, 21554ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L31 of team T15 never discovered that M291 is in danger from 23496.
leader L31 of team T15 never discovered that M292 is in danger from 26257.
leader L31 of team T15 discovered at 57664.000000 that M284 is in danger (after 31256ms proces-to-process, 30458ms node-to-node, 10hops, 1versions (12 first, 13 discovered)
leader L21 of team T10 discovered at 49551.000000 that M195 is in danger (after 19469ms proces-to-process, 18695ms node-to-node, 5hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 50324.000000 that M194 is in danger (after 33644ms proces-to-process, 29639ms node-to-node, 13hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 never discovered that M197 is in danger from 25130.
leader L21 of team T10 discovered at 23499.000000 that M196 is in danger (after 5639ms proces-to-process, 4602ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 23967.000000 that M191 is in danger (after 3952ms proces-to-process, 3610ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L21 of team T10 discovered at 58585.000000 that M190 is in danger (after 27929ms proces-to-process, 27864ms node-to-node, 9hops, 4versions (15 first, 19 discovered)
leader L21 of team T10 never discovered that M193 is in danger from 29565.
leader L21 of team T10 discovered at 29856.000000 that M192 is in danger (after 7425ms proces-to-process, 5500ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L21 of team T10 discovered at 56374.000000 that M199 is in danger (after 30495ms proces-to-process, 28182ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L21 of team T10 never discovered that M198 is in danger from 27302.
leader L21 of team T10 discovered at 54068.000000 that M201 is in danger (after 31171ms proces-to-process, 28343ms node-to-node, 10hops, 0versions (11 first, 11 discovered)
leader L21 of team T10 discovered at 23499.000000 that M188 is in danger (after 5161ms proces-to-process, 3356ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 never discovered that M189 is in danger from 16182.
leader L21 of team T10 never discovered that M200 is in danger from 18653.
leader L21 of team T10 discovered at 34950.000000 that M182 is in danger (after 6976ms proces-to-process, 6185ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L21 of team T10 discovered at 24970.000000 that M183 is in danger (after 4572ms proces-to-process, 3931ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L21 of team T10 discovered at 52492.000000 that M181 is in danger (after 27155ms proces-to-process, 25184ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L21 of team T10 discovered at 42937.000000 that M186 is in danger (after 19124ms proces-to-process, 17617ms node-to-node, 4hops, 3versions (11 first, 14 discovered)
leader L21 of team T10 discovered at 27758.000000 that M187 is in danger (after 12067ms proces-to-process, 9552ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L21 of team T10 discovered at 26937.000000 that M184 is in danger (after 3880ms proces-to-process, 409ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 51190.000000 that M185 is in danger (after 29805ms proces-to-process, 27724ms node-to-node, 10hops, 0versions (10 first, 10 discovered)
leader L20 of team T10 discovered at 42208.000000 that M195 is in danger (after 12126ms proces-to-process, 11057ms node-to-node, 5hops, 2versions (15 first, 17 discovered)
leader L20 of team T10 discovered at 26808.000000 that M194 is in danger (after 10128ms proces-to-process, 6229ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L20 of team T10 discovered at 29906.000000 that M197 is in danger (after 4776ms proces-to-process, 2486ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L20 of team T10 discovered at 28829.000000 that M196 is in danger (after 10969ms proces-to-process, 10294ms node-to-node, 9hops, 2versions (8 first, 10 discovered)
leader L20 of team T10 discovered at 28829.000000 that M191 is in danger (after 8814ms proces-to-process, 8560ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L20 of team T10 discovered at 35423.000000 that M190 is in danger (after 4767ms proces-to-process, 4512ms node-to-node, 4hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 39189.000000 that M193 is in danger (after 9624ms proces-to-process, 7031ms node-to-node, 4hops, 1versions (15 first, 16 discovered)
leader L20 of team T10 discovered at 29906.000000 that M192 is in danger (after 7475ms proces-to-process, 5483ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L20 of team T10 discovered at 41285.000000 that M199 is in danger (after 15406ms proces-to-process, 13085ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 33452.000000 that M198 is in danger (after 6150ms proces-to-process, 6115ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 44720.000000 that M201 is in danger (after 21823ms proces-to-process, 18551ms node-to-node, 7hops, 7versions (11 first, 18 discovered)
leader L20 of team T10 discovered at 51817.000000 that M188 is in danger (after 33479ms proces-to-process, 32351ms node-to-node, 8hops, 13versions (8 first, 21 discovered)
leader L20 of team T10 discovered at 23949.000000 that M189 is in danger (after 7767ms proces-to-process, 6720ms node-to-node, 8hops, 0versions (7 first, 7 discovered)
leader L20 of team T10 never discovered that M200 is in danger from 18653.
leader L20 of team T10 discovered at 46840.000000 that M182 is in danger (after 18866ms proces-to-process, 17647ms node-to-node, 10hops, 1versions (13 first, 14 discovered)
leader L20 of team T10 discovered at 59404.000000 that M183 is in danger (after 39006ms proces-to-process, 37920ms node-to-node, 10hops, 15versions (9 first, 24 discovered)
leader L20 of team T10 never discovered that M181 is in danger from 25337.
leader L20 of team T10 discovered at 46138.000000 that M186 is in danger (after 22325ms proces-to-process, 20820ms node-to-node, 8hops, 6versions (11 first, 17 discovered)
leader L20 of team T10 discovered at 33452.000000 that M187 is in danger (after 17761ms proces-to-process, 15189ms node-to-node, 13hops, 1versions (7 first, 8 discovered)
leader L20 of team T10 discovered at 39854.000000 that M184 is in danger (after 16797ms proces-to-process, 13245ms node-to-node, 12hops, 0versions (12 first, 12 discovered)
leader L20 of team T10 discovered at 29906.000000 that M185 is in danger (after 8521ms proces-to-process, 5978ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L23 of team T11 discovered at 42791.000000 that M214 is in danger (after 13967ms proces-to-process, 13035ms node-to-node, 2hops, 2versions (13 first, 15 discovered)
leader L23 of team T11 discovered at 33416.000000 that M215 is in danger (after 5772ms proces-to-process, 3757ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L23 of team T11 discovered at 32802.000000 that M218 is in danger (after 7875ms proces-to-process, 5890ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L23 of team T11 discovered at 39422.000000 that M212 is in danger (after 19961ms proces-to-process, 19608ms node-to-node, 12hops, 2versions (9 first, 11 discovered)
leader L23 of team T11 discovered at 40316.000000 that M213 is in danger (after 14203ms proces-to-process, 13909ms node-to-node, 12hops, 3versions (12 first, 15 discovered)
leader L23 of team T11 discovered at 35194.000000 that M209 is in danger (after 6797ms proces-to-process, 5577ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L23 of team T11 discovered at 34686.000000 that M208 is in danger (after 19268ms proces-to-process, 16144ms node-to-node, 6hops, 4versions (8 first, 12 discovered)
leader L23 of team T11 discovered at 40832.000000 that M210 is in danger (after 12979ms proces-to-process, 12309ms node-to-node, 1hops, 6versions (13 first, 19 discovered)
leader L23 of team T11 discovered at 43421.000000 that M211 is in danger (after 26660ms proces-to-process, 26478ms node-to-node, 9hops, 5versions (8 first, 13 discovered)
leader L23 of team T11 discovered at 29120.000000 that M219 is in danger (after 6290ms proces-to-process, 5226ms node-to-node, 2hops, 1versions (11 first, 12 discovered)
leader L23 of team T11 discovered at 55223.000000 that M216 is in danger (after 25331ms proces-to-process, 23833ms node-to-node, 13hops, 4versions (15 first, 19 discovered)
leader L23 of team T11 discovered at 44826.000000 that M203 is in danger (after 27179ms proces-to-process, 26258ms node-to-node, 10hops, 4versions (7 first, 11 discovered)
leader L23 of team T11 discovered at 48238.000000 that M202 is in danger (after 22930ms proces-to-process, 21153ms node-to-node, 7hops, 8versions (12 first, 20 discovered)
leader L23 of team T11 discovered at 23964.000000 that M205 is in danger (after 5767ms proces-to-process, 5318ms node-to-node, 1hops, 2versions (8 first, 10 discovered)
leader L23 of team T11 discovered at 36149.000000 that M204 is in danger (after 16297ms proces-to-process, 16125ms node-to-node, 7hops, 4versions (8 first, 12 discovered)
leader L23 of team T11 discovered at 39422.000000 that M207 is in danger (after 11751ms proces-to-process, 8499ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L23 of team T11 discovered at 37592.000000 that M206 is in danger (after 16696ms proces-to-process, 15988ms node-to-node, 4hops, 5versions (9 first, 14 discovered)
leader L22 of team T11 discovered at 42055.000000 that M214 is in danger (after 13231ms proces-to-process, 12664ms node-to-node, 5hops, 2versions (13 first, 15 discovered)
leader L22 of team T11 discovered at 31113.000000 that M215 is in danger (after 3469ms proces-to-process, 1410ms node-to-node, 3hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 discovered at 30334.000000 that M218 is in danger (after 5407ms proces-to-process, 3487ms node-to-node, 6hops, 0versions (11 first, 11 discovered)
leader L22 of team T11 discovered at 37200.000000 that M212 is in danger (after 17739ms proces-to-process, 17179ms node-to-node, 11hops, 2versions (9 first, 11 discovered)
leader L22 of team T11 discovered at 34399.000000 that M213 is in danger (after 8286ms proces-to-process, 8043ms node-to-node, 7hops, 2versions (12 first, 14 discovered)
leader L22 of team T11 discovered at 32762.000000 that M209 is in danger (after 4365ms proces-to-process, 3213ms node-to-node, 6hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 26309.000000 that M208 is in danger (after 10891ms proces-to-process, 7949ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 44139.000000 that M210 is in danger (after 16286ms proces-to-process, 15245ms node-to-node, 2hops, 6versions (13 first, 19 discovered)
leader L22 of team T11 discovered at 36575.000000 that M211 is in danger (after 19814ms proces-to-process, 19251ms node-to-node, 7hops, 4versions (8 first, 12 discovered)
leader L22 of team T11 discovered at 26309.000000 that M219 is in danger (after 3479ms proces-to-process, 2884ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L22 of team T11 discovered at 42707.000000 that M216 is in danger (after 12815ms proces-to-process, 11331ms node-to-node, 10hops, 1versions (15 first, 16 discovered)
leader L22 of team T11 discovered at 26309.000000 that M203 is in danger (after 8662ms proces-to-process, 7780ms node-to-node, 3hops, 1versions (7 first, 8 discovered)
leader L22 of team T11 discovered at 38256.000000 that M202 is in danger (after 12948ms proces-to-process, 11081ms node-to-node, 7hops, 3versions (12 first, 15 discovered)
leader L22 of team T11 discovered at 28262.000000 that M205 is in danger (after 10065ms proces-to-process, 9534ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L22 of team T11 discovered at 33794.000000 that M204 is in danger (after 13942ms proces-to-process, 13651ms node-to-node, 6hops, 4versions (8 first, 12 discovered)
leader L22 of team T11 discovered at 36575.000000 that M207 is in danger (after 8904ms proces-to-process, 5953ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 31113.000000 that M206 is in danger (after 10217ms proces-to-process, 9398ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L25 of team T12 discovered at 36149.000000 that M230 is in danger (after 14430ms proces-to-process, 12707ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L25 of team T12 discovered at 38364.000000 that M231 is in danger (after 12270ms proces-to-process, 11082ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L25 of team T12 discovered at 35543.000000 that M234 is in danger (after 11821ms proces-to-process, 9838ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L25 of team T12 discovered at 40277.000000 that M233 is in danger (after 19094ms proces-to-process, 18163ms node-to-node, 4hops, 5versions (10 first, 15 discovered)
leader L25 of team T12 discovered at 45209.000000 that M237 is in danger (after 28780ms proces-to-process, 28341ms node-to-node, 5hops, 12versions (7 first, 19 discovered)
leader L25 of team T12 discovered at 43601.000000 that M232 is in danger (after 14612ms proces-to-process, 12391ms node-to-node, 4hops, 4versions (14 first, 18 discovered)
leader L25 of team T12 discovered at 31129.000000 that M223 is in danger (after 10447ms proces-to-process, 7715ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L25 of team T12 discovered at 40277.000000 that M222 is in danger (after 12305ms proces-to-process, 9851ms node-to-node, 1hops, 4versions (14 first, 18 discovered)
leader L25 of team T12 discovered at 27953.000000 that M221 is in danger (after 2658ms proces-to-process, 351ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L25 of team T12 discovered at 37812.000000 that M220 is in danger (after 16054ms proces-to-process, 14051ms node-to-node, 4hops, 4versions (10 first, 14 discovered)
leader L25 of team T12 discovered at 46497.000000 that M227 is in danger (after 30397ms proces-to-process, 29416ms node-to-node, 10hops, 3versions (8 first, 11 discovered)
leader L25 of team T12 discovered at 26154.000000 that M226 is in danger (after 2502ms proces-to-process, 389ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L25 of team T12 discovered at 33145.000000 that M225 is in danger (after 11968ms proces-to-process, 11834ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L25 of team T12 discovered at 35033.000000 that M224 is in danger (after 11914ms proces-to-process, 10838ms node-to-node, 3hops, 0versions (10 first, 10 discovered)
leader L25 of team T12 discovered at 34158.000000 that M238 is in danger (after 15183ms proces-to-process, 14929ms node-to-node, 12hops, 2versions (8 first, 10 discovered)
leader L25 of team T12 discovered at 30094.000000 that M217 is in danger (after 8221ms proces-to-process, 7021ms node-to-node, 2hops, 3versions (10 first, 13 discovered)
leader L25 of team T12 discovered at 30094.000000 that M229 is in danger (after 13377ms proces-to-process, 11129ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L25 of team T12 discovered at 38364.000000 that M228 is in danger (after 19818ms proces-to-process, 17079ms node-to-node, 3hops, 7versions (9 first, 16 discovered)
leader L24 of team T12 discovered at 31297.000000 that M230 is in danger (after 9578ms proces-to-process, 8012ms node-to-node, 4hops, 1versions (10 first, 11 discovered)
leader L24 of team T12 discovered at 35769.000000 that M231 is in danger (after 9675ms proces-to-process, 8653ms node-to-node, 2hops, 5versions (12 first, 17 discovered)
leader L24 of team T12 discovered at 32272.000000 that M234 is in danger (after 8550ms proces-to-process, 6486ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L24 of team T12 discovered at 33509.000000 that M233 is in danger (after 12326ms proces-to-process, 11389ms node-to-node, 8hops, 1versions (10 first, 11 discovered)
leader L24 of team T12 discovered at 18117.000000 that M237 is in danger (after 1688ms proces-to-process, 804ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L24 of team T12 discovered at 32974.000000 that M232 is in danger (after 3985ms proces-to-process, 1501ms node-to-node, 2hops, 1versions (14 first, 15 discovered)
leader L24 of team T12 discovered at 35231.000000 that M223 is in danger (after 14549ms proces-to-process, 11933ms node-to-node, 9hops, 0versions (9 first, 9 discovered)
leader L24 of team T12 discovered at 39329.000000 that M222 is in danger (after 11357ms proces-to-process, 8719ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L24 of team T12 discovered at 33509.000000 that M221 is in danger (after 8214ms proces-to-process, 5849ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L24 of team T12 discovered at 27500.000000 that M220 is in danger (after 5742ms proces-to-process, 3683ms node-to-node, 2hops, 1versions (10 first, 11 discovered)
leader L24 of team T12 discovered at 34157.000000 that M227 is in danger (after 18057ms proces-to-process, 16627ms node-to-node, 6hops, 3versions (8 first, 11 discovered)
leader L24 of team T12 discovered at 35231.000000 that M226 is in danger (after 11579ms proces-to-process, 9329ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L24 of team T12 discovered at 36460.000000 that M225 is in danger (after 15283ms proces-to-process, 14985ms node-to-node, 2hops, 2versions (10 first, 12 discovered)
leader L24 of team T12 discovered at 28278.000000 that M224 is in danger (after 5159ms proces-to-process, 4362ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L24 of team T12 discovered at 21824.000000 that M238 is in danger (after 2849ms proces-to-process, 2610ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L24 of team T12 discovered at 39329.000000 that M217 is in danger (after 17456ms proces-to-process, 16196ms node-to-node, 13hops, 4versions (10 first, 14 discovered)
leader L24 of team T12 discovered at 27312.000000 that M229 is in danger (after 10595ms proces-to-process, 8043ms node-to-node, 2hops, 1versions (8 first, 9 discovered)
leader L24 of team T12 discovered at 35231.000000 that M228 is in danger (after 16685ms proces-to-process, 13618ms node-to-node, 11hops, 1versions (9 first, 10 discovered)
leader L27 of team T13 discovered at 39953.000000 that M236 is in danger (after 15501ms proces-to-process, 14358ms node-to-node, 9hops, 2versions (11 first, 13 discovered)
leader L27 of team T13 discovered at 20457.000000 that M252 is in danger (after 3424ms proces-to-process, 2613ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 30223.000000 that M253 is in danger (after 6330ms proces-to-process, 6141ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L27 of team T13 discovered at 32839.000000 that M250 is in danger (after 7267ms proces-to-process, 5017ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L27 of team T13 discovered at 37610.000000 that M251 is in danger (after 8845ms proces-to-process, 8268ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L27 of team T13 discovered at 31694.000000 that M254 is in danger (after 4847ms proces-to-process, 3215ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L27 of team T13 discovered at 34871.000000 that M255 is in danger (after 10120ms proces-to-process, 9846ms node-to-node, 1hops, 1versions (11 first, 12 discovered)
leader L27 of team T13 discovered at 24044.000000 that M245 is in danger (after 8243ms proces-to-process, 6350ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L27 of team T13 discovered at 24933.000000 that M244 is in danger (after 7407ms proces-to-process, 6879ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 34473.000000 that M247 is in danger (after 9121ms proces-to-process, 6577ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L27 of team T13 discovered at 31694.000000 that M246 is in danger (after 13443ms proces-to-process, 12556ms node-to-node, 5hops, 4versions (8 first, 12 discovered)
leader L27 of team T13 discovered at 28585.000000 that M241 is in danger (after 8536ms proces-to-process, 7078ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L27 of team T13 discovered at 34473.000000 that M240 is in danger (after 18384ms proces-to-process, 16706ms node-to-node, 4hops, 5versions (8 first, 13 discovered)
leader L27 of team T13 discovered at 45269.000000 that M243 is in danger (after 15554ms proces-to-process, 14467ms node-to-node, 7hops, 4versions (14 first, 18 discovered)
leader L27 of team T13 discovered at 29292.000000 that M242 is in danger (after 6218ms proces-to-process, 5412ms node-to-node, 6hops, 1versions (10 first, 11 discovered)
leader L27 of team T13 discovered at 24044.000000 that M239 is in danger (after 7197ms proces-to-process, 6734ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 42263.000000 that M249 is in danger (after 15407ms proces-to-process, 14042ms node-to-node, 13hops, 3versions (12 first, 15 discovered)
leader L27 of team T13 discovered at 39953.000000 that M248 is in danger (after 12012ms proces-to-process, 11220ms node-to-node, 7hops, 2versions (13 first, 15 discovered)
leader L26 of team T13 discovered at 34751.000000 that M236 is in danger (after 10299ms proces-to-process, 9540ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L26 of team T13 discovered at 20094.000000 that M252 is in danger (after 3061ms proces-to-process, 2010ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 30686.000000 that M253 is in danger (after 6793ms proces-to-process, 6185ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L26 of team T13 discovered at 32313.000000 that M250 is in danger (after 6741ms proces-to-process, 4851ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L26 of team T13 discovered at 40989.000000 that M251 is in danger (after 12224ms proces-to-process, 11885ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L26 of team T13 discovered at 32801.000000 that M254 is in danger (after 5954ms proces-to-process, 4291ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L26 of team T13 discovered at 37525.000000 that M255 is in danger (after 12774ms proces-to-process, 12255ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L26 of team T13 discovered at 22495.000000 that M245 is in danger (after 6694ms proces-to-process, 5022ms node-to-node, 9hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 20515.000000 that M244 is in danger (after 2989ms proces-to-process, 2662ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 45315.000000 that M247 is in danger (after 19963ms proces-to-process, 17735ms node-to-node, 6hops, 6versions (12 first, 18 discovered)
leader L26 of team T13 discovered at 29922.000000 that M246 is in danger (after 11671ms proces-to-process, 10647ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L26 of team T13 discovered at 27954.000000 that M241 is in danger (after 7905ms proces-to-process, 6476ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L26 of team T13 discovered at 32801.000000 that M240 is in danger (after 16712ms proces-to-process, 14899ms node-to-node, 1hops, 5versions (8 first, 13 discovered)
leader L26 of team T13 discovered at 35367.000000 that M243 is in danger (after 5652ms proces-to-process, 4601ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L26 of team T13 discovered at 32801.000000 that M242 is in danger (after 9727ms proces-to-process, 9183ms node-to-node, 5hops, 4versions (10 first, 14 discovered)
