Config: 
--------------------------------------------
leader L16 of team T8 discovered at 30694.000000 that M152 is in danger (after 2206ms proces-to-process, 1345ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L21 of team T10 discovered at 31296.000000 that M189 is in danger (after 15114ms proces-to-process, 14393ms node-to-node, 6hops, 4versions (7 first, 11 discovered)
leader L21 of team T10 discovered at 42937.000000 that M201 is in danger (after 20040ms proces-to-process, 16762ms node-to-node, 3hops, 5versions (11 first, 16 discovered)
leader L21 of team T10 discovered at 26937.000000 that M183 is in danger (after 6539ms proces-to-process, 5823ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L21 of team T10 discovered at 47337.000000 that M202 is in danger (after 22029ms proces-to-process, 20026ms node-to-node, 10hops, 5versions (12 first, 17 discovered)
leader L21 of team T10 discovered at 30618.000000 that M186 is in danger (after 6805ms proces-to-process, 5064ms node-to-node, 4hops, 1versions (11 first, 12 discovered)
leader L21 of team T10 discovered at 27128.000000 that M187 is in danger (after 11437ms proces-to-process, 9056ms node-to-node, 9hops, 1versions (7 first, 8 discovered)
leader L21 of team T10 discovered at 34950.000000 that M185 is in danger (after 13565ms proces-to-process, 11244ms node-to-node, 8hops, 2versions (10 first, 12 discovered)
leader L20 of team T10 discovered at 39189.000000 that M195 is in danger (after 9107ms proces-to-process, 8321ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 27385.000000 that M194 is in danger (after 10705ms proces-to-process, 6912ms node-to-node, 8hops, 1versions (8 first, 9 discovered)
leader L20 of team T10 discovered at 35901.000000 that M197 is in danger (after 10771ms proces-to-process, 8673ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L20 of team T10 discovered at 22563.000000 that M196 is in danger (after 4703ms proces-to-process, 4020ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 43595.000000 that M191 is in danger (after 23580ms proces-to-process, 23269ms node-to-node, 9hops, 7versions (8 first, 15 discovered)
leader L20 of team T10 discovered at 43595.000000 that M190 is in danger (after 12939ms proces-to-process, 12718ms node-to-node, 8hops, 1versions (15 first, 16 discovered)
leader L20 of team T10 discovered at 33894.000000 that M193 is in danger (after 4329ms proces-to-process, 1690ms node-to-node, 1hops, 0versions (15 first, 15 discovered)
leader L20 of team T10 discovered at 38668.000000 that M192 is in danger (after 16237ms proces-to-process, 14940ms node-to-node, 8hops, 3versions (10 first, 13 discovered)
leader L20 of team T10 discovered at 33452.000000 that M188 is in danger (after 15114ms proces-to-process, 13805ms node-to-node, 7hops, 2versions (8 first, 10 discovered)
leader L20 of team T10 discovered at 34662.000000 that M189 is in danger (after 18480ms proces-to-process, 17737ms node-to-node, 6hops, 7versions (7 first, 14 discovered)
leader L20 of team T10 discovered at 35423.000000 that M201 is in danger (after 12526ms proces-to-process, 8989ms node-to-node, 6hops, 1versions (11 first, 12 discovered)
leader L20 of team T10 discovered at 25697.000000 that M183 is in danger (after 5299ms proces-to-process, 4679ms node-to-node, 4hops, 0versions (9 first, 9 discovered)
leader L20 of team T10 discovered at 27385.000000 that M202 is in danger (after 2077ms proces-to-process, 343ms node-to-node, 1hops, 0versions (12 first, 12 discovered)
leader L20 of team T10 discovered at 33452.000000 that M186 is in danger (after 9639ms proces-to-process, 7898ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L20 of team T10 discovered at 47698.000000 that M187 is in danger (after 32007ms proces-to-process, 29610ms node-to-node, 9hops, 10versions (7 first, 17 discovered)
leader L20 of team T10 discovered at 38426.000000 that M185 is in danger (after 17041ms proces-to-process, 14799ms node-to-node, 11hops, 0versions (10 first, 10 discovered)
leader L23 of team T11 discovered at 40832.000000 that M214 is in danger (after 12008ms proces-to-process, 11401ms node-to-node, 4hops, 0versions (13 first, 13 discovered)
leader L23 of team T11 discovered at 46295.000000 that M215 is in danger (after 18651ms proces-to-process, 16507ms node-to-node, 2hops, 5versions (13 first, 18 discovered)
leader L23 of team T11 discovered at 34686.000000 that M212 is in danger (after 15225ms proces-to-process, 14820ms node-to-node, 9hops, 2versions (9 first, 11 discovered)
leader L23 of team T11 discovered at 33416.000000 that M219 is in danger (after 10586ms proces-to-process, 9759ms node-to-node, 3hops, 2versions (11 first, 13 discovered)
leader L23 of team T11 discovered at 32886.000000 that M199 is in danger (after 7007ms proces-to-process, 4939ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L23 of team T11 discovered at 46399.000000 that M198 is in danger (after 19097ms proces-to-process, 19026ms node-to-node, 5hops, 6versions (12 first, 18 discovered)
leader L23 of team T11 discovered at 35194.000000 that M213 is in danger (after 9081ms proces-to-process, 8774ms node-to-node, 8hops, 0versions (12 first, 12 discovered)
leader L23 of team T11 discovered at 55131.000000 that M209 is in danger (after 26734ms proces-to-process, 25870ms node-to-node, 2hops, 9versions (14 first, 23 discovered)
leader L23 of team T11 discovered at 26217.000000 that M208 is in danger (after 10799ms proces-to-process, 7463ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 32886.000000 that M220 is in danger (after 11128ms proces-to-process, 9161ms node-to-node, 7hops, 0versions (10 first, 10 discovered)
leader L23 of team T11 discovered at 37592.000000 that M210 is in danger (after 9739ms proces-to-process, 9197ms node-to-node, 1hops, 3versions (13 first, 16 discovered)
leader L23 of team T11 discovered at 37592.000000 that M218 is in danger (after 12665ms proces-to-process, 11465ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L23 of team T11 discovered at 39422.000000 that M217 is in danger (after 17549ms proces-to-process, 16211ms node-to-node, 11hops, 1versions (10 first, 11 discovered)
leader L23 of team T11 discovered at 55131.000000 that M216 is in danger (after 25239ms proces-to-process, 23485ms node-to-node, 7hops, 2versions (15 first, 17 discovered)
leader L23 of team T11 discovered at 26652.000000 that M200 is in danger (after 7999ms proces-to-process, 5771ms node-to-node, 2hops, 0versions (9 first, 9 discovered)
leader L23 of team T11 discovered at 40232.000000 that M203 is in danger (after 22585ms proces-to-process, 21443ms node-to-node, 5hops, 5versions (7 first, 12 discovered)
leader L23 of team T11 discovered at 41693.000000 that M211 is in danger (after 24932ms proces-to-process, 24425ms node-to-node, 10hops, 7versions (8 first, 15 discovered)
leader L23 of team T11 discovered at 22231.000000 that M205 is in danger (after 4034ms proces-to-process, 3701ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L23 of team T11 discovered at 31804.000000 that M204 is in danger (after 11952ms proces-to-process, 11768ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L23 of team T11 discovered at 48238.000000 that M207 is in danger (after 20567ms proces-to-process, 16979ms node-to-node, 7hops, 4versions (14 first, 18 discovered)
leader L23 of team T11 discovered at 22231.000000 that M206 is in danger (after 1335ms proces-to-process, 27ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L22 of team T11 discovered at 34399.000000 that M214 is in danger (after 5575ms proces-to-process, 4844ms node-to-node, 1hops, 0versions (13 first, 13 discovered)
leader L22 of team T11 discovered at 53078.000000 that M215 is in danger (after 25434ms proces-to-process, 23341ms node-to-node, 2hops, 7versions (13 first, 20 discovered)
leader L22 of team T11 discovered at 39351.000000 that M212 is in danger (after 19890ms proces-to-process, 18991ms node-to-node, 8hops, 3versions (9 first, 12 discovered)
leader L22 of team T11 discovered at 35759.000000 that M219 is in danger (after 12929ms proces-to-process, 12424ms node-to-node, 4hops, 2versions (11 first, 13 discovered)
leader L22 of team T11 discovered at 36575.000000 that M199 is in danger (after 10696ms proces-to-process, 8448ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L22 of team T11 discovered at 39351.000000 that M198 is in danger (after 12049ms proces-to-process, 11979ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L22 of team T11 discovered at 37551.000000 that M213 is in danger (after 11438ms proces-to-process, 10901ms node-to-node, 1hops, 2versions (12 first, 14 discovered)
leader L22 of team T11 discovered at 48862.000000 that M209 is in danger (after 20465ms proces-to-process, 19555ms node-to-node, 2hops, 2versions (14 first, 16 discovered)
leader L22 of team T11 discovered at 31113.000000 that M208 is in danger (after 15695ms proces-to-process, 12285ms node-to-node, 2hops, 2versions (8 first, 10 discovered)
leader L22 of team T11 discovered at 52220.000000 that M220 is in danger (after 30462ms proces-to-process, 28055ms node-to-node, 5hops, 10versions (10 first, 20 discovered)
leader L22 of team T11 discovered at 43349.000000 that M210 is in danger (after 15496ms proces-to-process, 14701ms node-to-node, 5hops, 3versions (13 first, 16 discovered)
leader L22 of team T11 discovered at 26309.000000 that M218 is in danger (after 1382ms proces-to-process, 167ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L22 of team T11 discovered at 39351.000000 that M217 is in danger (after 17478ms proces-to-process, 15886ms node-to-node, 10hops, 1versions (10 first, 11 discovered)
leader L22 of team T11 never discovered that M216 is in danger from 29892.
leader L22 of team T11 discovered at 35759.000000 that M200 is in danger (after 17106ms proces-to-process, 14801ms node-to-node, 10hops, 0versions (9 first, 9 discovered)
leader L22 of team T11 discovered at 47375.000000 that M203 is in danger (after 29728ms proces-to-process, 28918ms node-to-node, 9hops, 5versions (7 first, 12 discovered)
leader L22 of team T11 discovered at 36575.000000 that M211 is in danger (after 19814ms proces-to-process, 19195ms node-to-node, 4hops, 5versions (8 first, 13 discovered)
leader L22 of team T11 discovered at 27510.000000 that M205 is in danger (after 9313ms proces-to-process, 9078ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 32762.000000 that M204 is in danger (after 12910ms proces-to-process, 12130ms node-to-node, 3hops, 3versions (8 first, 11 discovered)
leader L22 of team T11 discovered at 49390.000000 that M207 is in danger (after 21719ms proces-to-process, 18713ms node-to-node, 7hops, 5versions (14 first, 19 discovered)
leader L22 of team T11 discovered at 37551.000000 that M206 is in danger (after 16655ms proces-to-process, 16048ms node-to-node, 8hops, 2versions (9 first, 11 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=12823.455189, min=745, max=39080, median=11678
Node-2-node response time: avg=11186.735849, min=7, max=38033, median=9906
Hops: avg=4.806604, min=1, max=17, median=5
Process-2-process response time / 1 hop: avg=3521.879717, min=328, max=17730, median=2786
Node-2-node response time / 1 hop: avg=2954.084906, min=7, max=15393, median=2370
Version difference: avg=1.955189, min=0, max=11, median=1
Ratio of leader discoveries: 424 of 440 (96.363636%)
Ratio of discoveries regardless the number of leaders: 215 of 220 (97.727273%)
