Config: 
--------------------------------------------
leader L16 of team T8 discovered at 23458.000000 that M150 is in danger (after 2269ms proces-to-process, 2013ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L30 of team T15 discovered at 23780.000000 that M275 is in danger (after 8438ms proces-to-process, 8194ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L30 of team T15 discovered at 33937.000000 that M276 is in danger (after 15718ms proces-to-process, 13943ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L30 of team T15 discovered at 41969.000000 that M277 is in danger (after 17036ms proces-to-process, 16286ms node-to-node, 2hops, 3versions (11 first, 14 discovered)
leader L30 of team T15 discovered at 29390.000000 that M270 is in danger (after 13729ms proces-to-process, 12591ms node-to-node, 5hops, 0versions (7 first, 7 discovered)
leader L30 of team T15 discovered at 36949.000000 that M271 is in danger (after 16276ms proces-to-process, 15497ms node-to-node, 9hops, 1versions (9 first, 10 discovered)
leader L30 of team T15 discovered at 36949.000000 that M272 is in danger (after 14244ms proces-to-process, 12230ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L30 of team T15 discovered at 41214.000000 that M273 is in danger (after 11461ms proces-to-process, 7079ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L31 of team T15 discovered at 36071.000000 that M281 is in danger (after 6907ms proces-to-process, 6677ms node-to-node, 1hops, 1versions (13 first, 14 discovered)
leader L31 of team T15 discovered at 40971.000000 that M280 is in danger (after 15577ms proces-to-process, 13427ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L31 of team T15 discovered at 33269.000000 that M283 is in danger (after 9326ms proces-to-process, 8818ms node-to-node, 2hops, 0versions (11 first, 11 discovered)
leader L31 of team T15 discovered at 28988.000000 that M282 is in danger (after 12262ms proces-to-process, 10586ms node-to-node, 1hops, 2versions (7 first, 9 discovered)
leader L31 of team T15 discovered at 39996.000000 that M285 is in danger (after 15304ms proces-to-process, 14243ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L31 of team T15 discovered at 41542.000000 that M284 is in danger (after 15134ms proces-to-process, 14719ms node-to-node, 3hops, 4versions (12 first, 16 discovered)
leader L31 of team T15 discovered at 32300.000000 that M287 is in danger (after 12560ms proces-to-process, 11828ms node-to-node, 4hops, 1versions (9 first, 10 discovered)
leader L31 of team T15 discovered at 41542.000000 that M286 is in danger (after 13583ms proces-to-process, 13329ms node-to-node, 2hops, 0versions (13 first, 13 discovered)
leader L31 of team T15 discovered at 42391.000000 that M289 is in danger (after 21945ms proces-to-process, 20826ms node-to-node, 8hops, 3versions (9 first, 12 discovered)
leader L31 of team T15 never discovered that M288 is in danger from 21913.
leader L31 of team T15 discovered at 41542.000000 that M292 is in danger (after 15285ms proces-to-process, 15051ms node-to-node, 7hops, 0versions (12 first, 12 discovered)
leader L31 of team T15 discovered at 43841.000000 that M278 is in danger (after 15385ms proces-to-process, 13299ms node-to-node, 2hops, 3versions (13 first, 16 discovered)
leader L31 of team T15 discovered at 39172.000000 that M279 is in danger (after 12796ms proces-to-process, 12394ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L31 of team T15 discovered at 34034.000000 that M290 is in danger (after 15032ms proces-to-process, 13679ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L31 of team T15 discovered at 46716.000000 that M291 is in danger (after 23220ms proces-to-process, 22407ms node-to-node, 4hops, 3versions (11 first, 14 discovered)
leader L31 of team T15 discovered at 37225.000000 that M274 is in danger (after 19786ms proces-to-process, 17730ms node-to-node, 5hops, 3versions (9 first, 12 discovered)
leader L31 of team T15 discovered at 20758.000000 that M275 is in danger (after 5416ms proces-to-process, 4794ms node-to-node, 2hops, 0versions (7 first, 7 discovered)
leader L31 of team T15 discovered at 25305.000000 that M276 is in danger (after 7086ms proces-to-process, 5106ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L31 of team T15 discovered at 34034.000000 that M277 is in danger (after 9101ms proces-to-process, 8147ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L31 of team T15 discovered at 22238.000000 that M270 is in danger (after 6577ms proces-to-process, 5820ms node-to-node, 3hops, 0versions (7 first, 7 discovered)
leader L31 of team T15 discovered at 27056.000000 that M271 is in danger (after 6383ms proces-to-process, 6082ms node-to-node, 2hops, 1versions (9 first, 10 discovered)
leader L31 of team T15 discovered at 47780.000000 that M272 is in danger (after 25075ms proces-to-process, 22947ms node-to-node, 2hops, 9versions (12 first, 21 discovered)
leader L31 of team T15 discovered at 49517.000000 that M273 is in danger (after 19764ms proces-to-process, 16066ms node-to-node, 3hops, 1versions (15 first, 16 discovered)
leader L21 of team T10 discovered at 43944.000000 that M195 is in danger (after 13862ms proces-to-process, 12984ms node-to-node, 1hops, 3versions (15 first, 18 discovered)
leader L21 of team T10 discovered at 32973.000000 that M194 is in danger (after 16293ms proces-to-process, 12503ms node-to-node, 5hops, 3versions (8 first, 11 discovered)
leader L21 of team T10 discovered at 32973.000000 that M197 is in danger (after 7843ms proces-to-process, 5401ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 discovered at 22044.000000 that M196 is in danger (after 4184ms proces-to-process, 3397ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 28471.000000 that M191 is in danger (after 8456ms proces-to-process, 8167ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 36243.000000 that M190 is in danger (after 5587ms proces-to-process, 5307ms node-to-node, 1hops, 1versions (15 first, 16 discovered)
leader L21 of team T10 discovered at 46777.000000 that M193 is in danger (after 17212ms proces-to-process, 14607ms node-to-node, 10hops, 0versions (15 first, 15 discovered)
leader L21 of team T10 discovered at 28471.000000 that M192 is in danger (after 6040ms proces-to-process, 4349ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L21 of team T10 discovered at 30618.000000 that M199 is in danger (after 4739ms proces-to-process, 2615ms node-to-node, 5hops, 1versions (12 first, 13 discovered)
leader L21 of team T10 discovered at 34950.000000 that M198 is in danger (after 7648ms proces-to-process, 7011ms node-to-node, 4hops, 1versions (12 first, 13 discovered)
leader L21 of team T10 discovered at 34950.000000 that M188 is in danger (after 16612ms proces-to-process, 15575ms node-to-node, 9hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 27758.000000 that M189 is in danger (after 11576ms proces-to-process, 10899ms node-to-node, 7hops, 0versions (7 first, 7 discovered)
leader L21 of team T10 discovered at 23499.000000 that M200 is in danger (after 4846ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L21 of team T10 discovered at 33664.000000 that M182 is in danger (after 5690ms proces-to-process, 4487ms node-to-node, 6hops, 1versions (13 first, 14 discovered)
leader L21 of team T10 discovered at 34129.000000 that M183 is in danger (after 13731ms proces-to-process, 13229ms node-to-node, 7hops, 0versions (9 first, 9 discovered)
leader L21 of team T10 discovered at 30618.000000 that M180 is in danger (after 9260ms proces-to-process, 8884ms node-to-node, 5hops, 1versions (9 first, 10 discovered)
leader L21 of team T10 discovered at 28471.000000 that M186 is in danger (after 4658ms proces-to-process, 2676ms node-to-node, 5hops, 1versions (11 first, 12 discovered)
leader L21 of team T10 discovered at 25769.000000 that M187 is in danger (after 10078ms proces-to-process, 7730ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L21 of team T10 discovered at 47590.000000 that M184 is in danger (after 24533ms proces-to-process, 21053ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L21 of team T10 discovered at 24970.000000 that M185 is in danger (after 3585ms proces-to-process, 806ms node-to-node, 2hops, 0versions (10 first, 10 discovered)
leader L20 of team T10 never discovered that M195 is in danger from 30082.
leader L20 of team T10 discovered at 52992.000000 that M194 is in danger (after 36312ms proces-to-process, 32204ms node-to-node, 3hops, 13versions (8 first, 21 discovered)
leader L20 of team T10 discovered at 53935.000000 that M197 is in danger (after 28805ms proces-to-process, 26682ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L20 of team T10 discovered at 23949.000000 that M196 is in danger (after 6089ms proces-to-process, 4545ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 39189.000000 that M191 is in danger (after 19174ms proces-to-process, 18414ms node-to-node, 8hops, 2versions (8 first, 10 discovered)
leader L20 of team T10 discovered at 49449.000000 that M190 is in danger (after 18793ms proces-to-process, 18737ms node-to-node, 4hops, 5versions (15 first, 20 discovered)
leader L20 of team T10 discovered at 59404.000000 that M193 is in danger (after 29839ms proces-to-process, 26633ms node-to-node, 3hops, 4versions (15 first, 19 discovered)
leader L20 of team T10 discovered at 42208.000000 that M192 is in danger (after 19777ms proces-to-process, 17990ms node-to-node, 7hops, 5versions (10 first, 15 discovered)
leader L20 of team T10 discovered at 33452.000000 that M199 is in danger (after 7573ms proces-to-process, 4998ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 38277.000000 that M198 is in danger (after 10975ms proces-to-process, 10463ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 37124.000000 that M188 is in danger (after 18786ms proces-to-process, 17504ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 never discovered that M189 is in danger from 16182.
leader L20 of team T10 discovered at 26808.000000 that M200 is in danger (after 8155ms proces-to-process, 5620ms node-to-node, 5hops, 0versions (9 first, 9 discovered)
leader L20 of team T10 discovered at 52386.000000 that M182 is in danger (after 24412ms proces-to-process, 23263ms node-to-node, 9hops, 8versions (13 first, 21 discovered)
leader L20 of team T10 discovered at 48806.000000 that M183 is in danger (after 28408ms proces-to-process, 27451ms node-to-node, 5hops, 8versions (9 first, 17 discovered)
leader L20 of team T10 discovered at 52992.000000 that M180 is in danger (after 31634ms proces-to-process, 31515ms node-to-node, 10hops, 4versions (9 first, 13 discovered)
leader L20 of team T10 discovered at 43636.000000 that M186 is in danger (after 19823ms proces-to-process, 18154ms node-to-node, 5hops, 6versions (11 first, 17 discovered)
leader L20 of team T10 discovered at 41285.000000 that M187 is in danger (after 25594ms proces-to-process, 23270ms node-to-node, 5hops, 7versions (7 first, 14 discovered)
leader L20 of team T10 discovered at 56633.000000 that M184 is in danger (after 33576ms proces-to-process, 30189ms node-to-node, 8hops, 2versions (12 first, 14 discovered)
leader L20 of team T10 discovered at 33452.000000 that M185 is in danger (after 12067ms proces-to-process, 9464ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L23 of team T11 discovered at 42791.000000 that M214 is in danger (after 13967ms proces-to-process, 12955ms node-to-node, 6hops, 3versions (13 first, 16 discovered)
leader L23 of team T11 discovered at 42791.000000 that M215 is in danger (after 15147ms proces-to-process, 13158ms node-to-node, 4hops, 5versions (13 first, 18 discovered)
leader L23 of team T11 discovered at 32802.000000 that M212 is in danger (after 13341ms proces-to-process, 12126ms node-to-node, 1hops, 5versions (9 first, 14 discovered)
leader L23 of team T11 discovered at 30903.000000 that M213 is in danger (after 4790ms proces-to-process, 4236ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L23 of team T11 discovered at 29791.000000 that M209 is in danger (after 1394ms proces-to-process, 480ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L23 of team T11 discovered at 28236.000000 that M208 is in danger (after 12818ms proces-to-process, 9806ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L23 of team T11 discovered at 33969.000000 that M210 is in danger (after 6116ms proces-to-process, 5158ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L23 of team T11 discovered at 29120.000000 that M211 is in danger (after 12359ms proces-to-process, 11493ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 37592.000000 that M219 is in danger (after 14762ms proces-to-process, 13824ms node-to-node, 8hops, 2versions (11 first, 13 discovered)
leader L23 of team T11 discovered at 33416.000000 that M201 is in danger (after 10519ms proces-to-process, 7560ms node-to-node, 7hops, 1versions (11 first, 12 discovered)
leader L23 of team T11 discovered at 36926.000000 that M217 is in danger (after 15053ms proces-to-process, 13678ms node-to-node, 7hops, 2versions (10 first, 12 discovered)
leader L23 of team T11 discovered at 40232.000000 that M203 is in danger (after 22585ms proces-to-process, 21801ms node-to-node, 5hops, 9versions (7 first, 16 discovered)
leader L23 of team T11 discovered at 40232.000000 that M202 is in danger (after 14924ms proces-to-process, 13009ms node-to-node, 9hops, 1versions (12 first, 13 discovered)
leader L23 of team T11 discovered at 25232.000000 that M205 is in danger (after 7035ms proces-to-process, 6693ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 30289.000000 that M204 is in danger (after 10437ms proces-to-process, 10083ms node-to-node, 6hops, 1versions (8 first, 9 discovered)
leader L23 of team T11 discovered at 38388.000000 that M207 is in danger (after 10717ms proces-to-process, 7754ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L23 of team T11 discovered at 28236.000000 that M206 is in danger (after 7340ms proces-to-process, 6347ms node-to-node, 2hops, 2versions (9 first, 11 discovered)
leader L22 of team T11 discovered at 46356.000000 that M214 is in danger (after 17532ms proces-to-process, 16599ms node-to-node, 7hops, 3versions (13 first, 16 discovered)
leader L22 of team T11 discovered at 36575.000000 that M215 is in danger (after 8931ms proces-to-process, 6924ms node-to-node, 4hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 discovered at 48862.000000 that M212 is in danger (after 29401ms proces-to-process, 28888ms node-to-node, 6hops, 9versions (9 first, 18 discovered)
leader L22 of team T11 discovered at 33387.000000 that M213 is in danger (after 7274ms proces-to-process, 6646ms node-to-node, 6hops, 0versions (12 first, 12 discovered)
leader L22 of team T11 discovered at 46356.000000 that M209 is in danger (after 17959ms proces-to-process, 17152ms node-to-node, 9hops, 1versions (14 first, 15 discovered)
leader L22 of team T11 discovered at 36575.000000 that M208 is in danger (after 21157ms proces-to-process, 17979ms node-to-node, 7hops, 1versions (8 first, 9 discovered)
leader L22 of team T11 discovered at 36575.000000 that M210 is in danger (after 8722ms proces-to-process, 7695ms node-to-node, 5hops, 0versions (13 first, 13 discovered)
leader L22 of team T11 discovered at 39351.000000 that M211 is in danger (after 22590ms proces-to-process, 21637ms node-to-node, 5hops, 6versions (8 first, 14 discovered)
leader L22 of team T11 discovered at 43056.000000 that M219 is in danger (after 20226ms proces-to-process, 19771ms node-to-node, 7hops, 4versions (11 first, 15 discovered)
leader L22 of team T11 discovered at 31929.000000 that M201 is in danger (after 9032ms proces-to-process, 6127ms node-to-node, 4hops, 0versions (11 first, 11 discovered)
leader L22 of team T11 discovered at 48862.000000 that M217 is in danger (after 26989ms proces-to-process, 25837ms node-to-node, 6hops, 8versions (10 first, 18 discovered)
leader L22 of team T11 discovered at 18604.000000 that M203 is in danger (after 957ms proces-to-process, 174ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L22 of team T11 discovered at 57382.000000 that M202 is in danger (after 32074ms proces-to-process, 30147ms node-to-node, 9hops, 6versions (12 first, 18 discovered)
leader L22 of team T11 discovered at 58660.000000 that M205 is in danger (after 40463ms proces-to-process, 40281ms node-to-node, 6hops, 13versions (8 first, 21 discovered)
leader L22 of team T11 discovered at 29370.000000 that M204 is in danger (after 9518ms proces-to-process, 8785ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 never discovered that M207 is in danger from 27671.
leader L22 of team T11 discovered at 34399.000000 that M206 is in danger (after 13503ms proces-to-process, 12842ms node-to-node, 8hops, 1versions (9 first, 10 discovered)
leader L25 of team T12 discovered at 30094.000000 that M230 is in danger (after 8375ms proces-to-process, 6315ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L25 of team T12 discovered at 23666.000000 that M225 is in danger (after 2489ms proces-to-process, 2196ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L25 of team T12 discovered at 30094.000000 that M231 is in danger (after 4000ms proces-to-process, 2614ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L25 of team T12 discovered at 28803.000000 that M233 is in danger (after 7620ms proces-to-process, 6496ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L25 of team T12 discovered at 41656.000000 that M232 is in danger (after 12667ms proces-to-process, 10228ms node-to-node, 4hops, 1versions (14 first, 15 discovered)
leader L25 of team T12 discovered at 30094.000000 that M223 is in danger (after 9412ms proces-to-process, 7122ms node-to-node, 6hops, 0versions (9 first, 9 discovered)
leader L25 of team T12 discovered at 35781.000000 that M222 is in danger (after 7809ms proces-to-process, 5259ms node-to-node, 2hops, 0versions (14 first, 14 discovered)
leader L25 of team T12 discovered at 39750.000000 that M221 is in danger (after 14455ms proces-to-process, 12044ms node-to-node, 5hops, 2versions (12 first, 14 discovered)
leader L25 of team T12 discovered at 33145.000000 that M220 is in danger (after 11387ms proces-to-process, 8630ms node-to-node, 6hops, 0versions (10 first, 10 discovered)
leader L25 of team T12 discovered at 21586.000000 that M227 is in danger (after 5486ms proces-to-process, 4297ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L25 of team T12 discovered at 28052.000000 that M226 is in danger (after 4400ms proces-to-process, 2612ms node-to-node, 5hops, 0versions (12 first, 12 discovered)
leader L25 of team T12 discovered at 35543.000000 that M218 is in danger (after 10616ms proces-to-process, 9465ms node-to-node, 1hops, 2versions (11 first, 13 discovered)
leader L25 of team T12 discovered at 35033.000000 that M224 is in danger (after 11914ms proces-to-process, 10995ms node-to-node, 5hops, 1versions (10 first, 11 discovered)
leader L25 of team T12 discovered at 37812.000000 that M216 is in danger (after 7920ms proces-to-process, 5965ms node-to-node, 4hops, 0versions (15 first, 15 discovered)
leader L25 of team T12 discovered at 30094.000000 that M229 is in danger (after 13377ms proces-to-process, 11098ms node-to-node, 5hops, 5versions (8 first, 13 discovered)
leader L25 of team T12 discovered at 28803.000000 that M228 is in danger (after 10257ms proces-to-process, 7336ms node-to-node, 7hops, 1versions (9 first, 10 discovered)
leader L24 of team T12 discovered at 40771.000000 that M230 is in danger (after 19052ms proces-to-process, 17359ms node-to-node, 5hops, 2versions (10 first, 12 discovered)
leader L24 of team T12 discovered at 32974.000000 that M225 is in danger (after 11797ms proces-to-process, 11684ms node-to-node, 5hops, 0versions (10 first, 10 discovered)
leader L24 of team T12 discovered at 45025.000000 that M231 is in danger (after 18931ms proces-to-process, 17863ms node-to-node, 8hops, 3versions (12 first, 15 discovered)
leader L24 of team T12 discovered at 40042.000000 that M233 is in danger (after 18859ms proces-to-process, 17744ms node-to-node, 4hops, 2versions (10 first, 12 discovered)
leader L24 of team T12 discovered at 47336.000000 that M232 is in danger (after 18347ms proces-to-process, 16287ms node-to-node, 3hops, 1versions (14 first, 15 discovered)
leader L24 of team T12 discovered at 28278.000000 that M223 is in danger (after 7596ms proces-to-process, 5313ms node-to-node, 3hops, 0versions (9 first, 9 discovered)
leader L24 of team T12 discovered at 32974.000000 that M222 is in danger (after 5002ms proces-to-process, 2394ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L24 of team T12 discovered at 43882.000000 that M221 is in danger (after 18587ms proces-to-process, 16314ms node-to-node, 3hops, 3versions (12 first, 15 discovered)
leader L24 of team T12 discovered at 43882.000000 that M220 is in danger (after 22124ms proces-to-process, 19777ms node-to-node, 3hops, 5versions (10 first, 15 discovered)
leader L24 of team T12 discovered at 19539.000000 that M227 is in danger (after 3439ms proces-to-process, 1886ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L24 of team T12 discovered at 41017.000000 that M226 is in danger (after 17365ms proces-to-process, 15447ms node-to-node, 5hops, 3versions (12 first, 15 discovered)
leader L24 of team T12 discovered at 35769.000000 that M218 is in danger (after 10842ms proces-to-process, 9634ms node-to-node, 1hops, 3versions (11 first, 14 discovered)
leader L24 of team T12 discovered at 41017.000000 that M224 is in danger (after 17898ms proces-to-process, 17129ms node-to-node, 4hops, 0versions (10 first, 10 discovered)
leader L24 of team T12 discovered at 39329.000000 that M216 is in danger (after 9437ms proces-to-process, 7446ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L24 of team T12 discovered at 54005.000000 that M229 is in danger (after 37288ms proces-to-process, 34827ms node-to-node, 5hops, 11versions (8 first, 19 discovered)
leader L24 of team T12 discovered at 28278.000000 that M228 is in danger (after 9732ms proces-to-process, 6571ms node-to-node, 3hops, 2versions (9 first, 11 discovered)
leader L27 of team T13 discovered at 56506.000000 that M251 is in danger (after 27741ms proces-to-process, 27116ms node-to-node, 7hops, 8versions (14 first, 22 discovered)
leader L27 of team T13 discovered at 44217.000000 that M243 is in danger (after 14502ms proces-to-process, 13488ms node-to-node, 2hops, 4versions (14 first, 18 discovered)
leader L27 of team T13 discovered at 24933.000000 that M253 is in danger (after 1040ms proces-to-process, 311ms node-to-node, 1hops, 1versions (10 first, 11 discovered)
leader L27 of team T13 discovered at 45832.000000 that M250 is in danger (after 20260ms proces-to-process, 18498ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L27 of team T13 discovered at 39953.000000 that M242 is in danger (after 16879ms proces-to-process, 15949ms node-to-node, 8hops, 0versions (10 first, 10 discovered)
leader L27 of team T13 discovered at 38639.000000 that M254 is in danger (after 11792ms proces-to-process, 10405ms node-to-node, 5hops, 1versions (13 first, 14 discovered)
leader L27 of team T13 discovered at 38639.000000 that M241 is in danger (after 18590ms proces-to-process, 17006ms node-to-node, 3hops, 6versions (9 first, 15 discovered)
leader L27 of team T13 discovered at 23562.000000 that M245 is in danger (after 7761ms proces-to-process, 5827ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L27 of team T13 discovered at 44217.000000 that M244 is in danger (after 26691ms proces-to-process, 26112ms node-to-node, 4hops, 10versions (8 first, 18 discovered)
leader L27 of team T13 discovered at 37074.000000 that M247 is in danger (after 11642ms proces-to-process, 10495ms node-to-node, 6hops, 1versions (12 first, 13 discovered)
leader L27 of team T13 discovered at 29292.000000 that M246 is in danger (after 11041ms proces-to-process, 9806ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L27 of team T13 discovered at 48805.000000 that M234 is in danger (after 25083ms proces-to-process, 23002ms node-to-node, 9hops, 4versions (11 first, 15 discovered)
leader L27 of team T13 discovered at 30223.000000 that M240 is in danger (after 14134ms proces-to-process, 12471ms node-to-node, 4hops, 1versions (8 first, 9 discovered)
leader L27 of team T13 discovered at 38240.000000 that M236 is in danger (after 13788ms proces-to-process, 13031ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L27 of team T13 never discovered that M237 is in danger from 16429.
leader L27 of team T13 discovered at 38240.000000 that M238 is in danger (after 19265ms proces-to-process, 18928ms node-to-node, 7hops, 3versions (8 first, 11 discovered)
leader L27 of team T13 discovered at 32839.000000 that M239 is in danger (after 15992ms proces-to-process, 15861ms node-to-node, 4hops, 4versions (8 first, 12 discovered)
leader L27 of team T13 discovered at 48228.000000 that M249 is in danger (after 21372ms proces-to-process, 19985ms node-to-node, 9hops, 2versions (12 first, 14 discovered)
leader L27 of team T13 discovered at 39347.000000 that M248 is in danger (after 11406ms proces-to-process, 10581ms node-to-node, 1hops, 4versions (13 first, 17 discovered)
leader L26 of team T13 discovered at 42988.000000 that M251 is in danger (after 14223ms proces-to-process, 13628ms node-to-node, 9hops, 1versions (14 first, 15 discovered)
leader L26 of team T13 discovered at 31935.000000 that M243 is in danger (after 2220ms proces-to-process, 817ms node-to-node, 1hops, 0versions (14 first, 14 discovered)
leader L26 of team T13 discovered at 48141.000000 that M253 is in danger (after 24248ms proces-to-process, 23698ms node-to-node, 9hops, 5versions (10 first, 15 discovered)
leader L26 of team T13 discovered at 46869.000000 that M250 is in danger (after 21297ms proces-to-process, 19310ms node-to-node, 4hops, 3versions (12 first, 15 discovered)
leader L26 of team T13 discovered at 40346.000000 that M242 is in danger (after 17272ms proces-to-process, 16596ms node-to-node, 6hops, 3versions (10 first, 13 discovered)
leader L26 of team T13 discovered at 40346.000000 that M254 is in danger (after 13499ms proces-to-process, 12153ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L26 of team T13 discovered at 40989.000000 that M241 is in danger (after 20940ms proces-to-process, 19358ms node-to-node, 8hops, 4versions (9 first, 13 discovered)
leader L26 of team T13 discovered at 43808.000000 that M245 is in danger (after 28007ms proces-to-process, 25851ms node-to-node, 7hops, 7versions (8 first, 15 discovered)
leader L26 of team T13 discovered at 26327.000000 that M244 is in danger (after 8801ms proces-to-process, 8358ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 40989.000000 that M247 is in danger (after 15557ms proces-to-process, 13972ms node-to-node, 7hops, 1versions (12 first, 13 discovered)
leader L26 of team T13 discovered at 43808.000000 that M246 is in danger (after 25557ms proces-to-process, 24405ms node-to-node, 5hops, 9versions (8 first, 17 discovered)
leader L26 of team T13 discovered at 25804.000000 that M234 is in danger (after 2082ms proces-to-process, 326ms node-to-node, 1hops, 0versions (11 first, 11 discovered)
leader L26 of team T13 discovered at 30686.000000 that M240 is in danger (after 14597ms proces-to-process, 12950ms node-to-node, 5hops, 1versions (8 first, 9 discovered)
leader L26 of team T13 discovered at 37525.000000 that M236 is in danger (after 13073ms proces-to-process, 12276ms node-to-node, 8hops, 1versions (11 first, 12 discovered)
leader L26 of team T13 discovered at 35567.000000 that M237 is in danger (after 19138ms proces-to-process, 18741ms node-to-node, 5hops, 2versions (7 first, 9 discovered)
leader L26 of team T13 discovered at 40989.000000 that M238 is in danger (after 22014ms proces-to-process, 21600ms node-to-node, 12hops, 0versions (8 first, 8 discovered)
leader L26 of team T13 discovered at 27954.000000 that M239 is in danger (after 11107ms proces-to-process, 10650ms node-to-node, 3hops, 2versions (8 first, 10 discovered)
leader L26 of team T13 discovered at 37048.000000 that M249 is in danger (after 10192ms proces-to-process, 8297ms node-to-node, 4hops, 0versions (12 first, 12 discovered)
leader L26 of team T13 discovered at 40346.000000 that M248 is in danger (after 12405ms proces-to-process, 11884ms node-to-node, 2hops, 2versions (13 first, 15 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=14580.485265, min=794, max=40463, median=13751
Node-2-node response time: avg=13033.675835, min=7, max=40281, median=12279
Hops: avg=4.884086, min=1, max=12, median=5
Process-2-process response time / 1 hop: avg=3634.375246, min=567, max=26877, median=2889
Node-2-node response time / 1 hop: avg=3149.722986, min=7, max=25805, median=2548
Version difference: avg=2.231827, min=0, max=13, median=1
Ratio of leader discoveries: 509 of 582 (87.457045%)
Ratio of discoveries regardless the number of leaders: 282 of 291 (96.907216%)
