Config: 
--------------------------------------------
leader L16 of team T8 discovered at 26757.000000 that M160 is in danger (after 11109ms proces-to-process, 8442ms node-to-node, 4hops, 1versions (7 first, 8 discovered)
leader L21 of team T10 discovered at 28982.000000 that M198 is in danger (after 1680ms proces-to-process, 1463ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L21 of team T10 discovered at 31296.000000 that M188 is in danger (after 12958ms proces-to-process, 11569ms node-to-node, 5hops, 0versions (8 first, 8 discovered)
leader L21 of team T10 discovered at 27758.000000 that M189 is in danger (after 11576ms proces-to-process, 10633ms node-to-node, 7hops, 3versions (7 first, 10 discovered)
leader L21 of team T10 discovered at 27128.000000 that M201 is in danger (after 4231ms proces-to-process, 1408ms node-to-node, 3hops, 0versions (11 first, 11 discovered)
leader L21 of team T10 discovered at 22472.000000 that M200 is in danger (after 3819ms proces-to-process, 1784ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L21 of team T10 discovered at 26937.000000 that M180 is in danger (after 5579ms proces-to-process, 5242ms node-to-node, 5hops, 2versions (9 first, 11 discovered)
leader L21 of team T10 discovered at 32973.000000 that M186 is in danger (after 9160ms proces-to-process, 7569ms node-to-node, 7hops, 0versions (11 first, 11 discovered)
leader L21 of team T10 discovered at 24970.000000 that M187 is in danger (after 9279ms proces-to-process, 6342ms node-to-node, 5hops, 1versions (7 first, 8 discovered)
leader L21 of team T10 discovered at 27758.000000 that M184 is in danger (after 4701ms proces-to-process, 1406ms node-to-node, 3hops, 0versions (12 first, 12 discovered)
leader L21 of team T10 never discovered that M185 is in danger from 21385.
leader L20 of team T10 discovered at 43636.000000 that M195 is in danger (after 13554ms proces-to-process, 13050ms node-to-node, 3hops, 1versions (15 first, 16 discovered)
leader L20 of team T10 discovered at 40321.000000 that M194 is in danger (after 23641ms proces-to-process, 19903ms node-to-node, 10hops, 5versions (8 first, 13 discovered)
leader L20 of team T10 discovered at 35423.000000 that M197 is in danger (after 10293ms proces-to-process, 8199ms node-to-node, 2hops, 2versions (12 first, 14 discovered)
leader L20 of team T10 discovered at 27385.000000 that M196 is in danger (after 9525ms proces-to-process, 8881ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 27971.000000 that M191 is in danger (after 7956ms proces-to-process, 7756ms node-to-node, 3hops, 0versions (8 first, 8 discovered)
leader L20 of team T10 discovered at 40321.000000 that M190 is in danger (after 9665ms proces-to-process, 9256ms node-to-node, 3hops, 1versions (15 first, 16 discovered)
leader L20 of team T10 discovered at 55056.000000 that M193 is in danger (after 25491ms proces-to-process, 22645ms node-to-node, 9hops, 3versions (15 first, 18 discovered)
leader L20 of team T10 discovered at 29906.000000 that M192 is in danger (after 7475ms proces-to-process, 5776ms node-to-node, 3hops, 1versions (10 first, 11 discovered)
leader L20 of team T10 discovered at 31700.000000 that M199 is in danger (after 5821ms proces-to-process, 3626ms node-to-node, 1hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 discovered at 44720.000000 that M198 is in danger (after 17418ms proces-to-process, 17353ms node-to-node, 6hops, 4versions (12 first, 16 discovered)
leader L20 of team T10 discovered at 55867.000000 that M188 is in danger (after 37529ms proces-to-process, 36090ms node-to-node, 8hops, 3versions (8 first, 11 discovered)
leader L20 of team T10 discovered at 55056.000000 that M189 is in danger (after 38874ms proces-to-process, 38154ms node-to-node, 11hops, 3versions (7 first, 10 discovered)
leader L20 of team T10 discovered at 45755.000000 that M201 is in danger (after 22858ms proces-to-process, 19648ms node-to-node, 9hops, 5versions (11 first, 16 discovered)
leader L20 of team T10 discovered at 37361.000000 that M200 is in danger (after 18708ms proces-to-process, 16537ms node-to-node, 4hops, 5versions (9 first, 14 discovered)
leader L20 of team T10 discovered at 43176.000000 that M180 is in danger (after 21818ms proces-to-process, 21760ms node-to-node, 8hops, 4versions (9 first, 13 discovered)
leader L20 of team T10 discovered at 40321.000000 that M186 is in danger (after 16508ms proces-to-process, 14758ms node-to-node, 5hops, 0versions (11 first, 11 discovered)
leader L20 of team T10 discovered at 28829.000000 that M187 is in danger (after 13138ms proces-to-process, 10160ms node-to-node, 4hops, 0versions (7 first, 7 discovered)
leader L20 of team T10 discovered at 40321.000000 that M184 is in danger (after 17264ms proces-to-process, 13913ms node-to-node, 10hops, 1versions (12 first, 13 discovered)
leader L20 of team T10 never discovered that M185 is in danger from 21385.
leader L23 of team T11 discovered at 40832.000000 that M214 is in danger (after 12008ms proces-to-process, 11596ms node-to-node, 6hops, 0versions (13 first, 13 discovered)
leader L23 of team T11 discovered at 36926.000000 that M215 is in danger (after 9282ms proces-to-process, 6710ms node-to-node, 8hops, 1versions (13 first, 14 discovered)
leader L23 of team T11 discovered at 29791.000000 that M218 is in danger (after 4864ms proces-to-process, 3309ms node-to-node, 2hops, 2versions (11 first, 13 discovered)
leader L23 of team T11 discovered at 23964.000000 that M212 is in danger (after 4503ms proces-to-process, 3786ms node-to-node, 1hops, 0versions (9 first, 9 discovered)
leader L23 of team T11 discovered at 36926.000000 that M213 is in danger (after 10813ms proces-to-process, 10326ms node-to-node, 3hops, 1versions (12 first, 13 discovered)
leader L23 of team T11 discovered at 31804.000000 that M209 is in danger (after 3407ms proces-to-process, 2612ms node-to-node, 5hops, 0versions (14 first, 14 discovered)
leader L23 of team T11 discovered at 23964.000000 that M208 is in danger (after 8546ms proces-to-process, 5648ms node-to-node, 6hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 33416.000000 that M220 is in danger (after 11658ms proces-to-process, 9418ms node-to-node, 10hops, 1versions (10 first, 11 discovered)
leader L23 of team T11 discovered at 32802.000000 that M210 is in danger (after 4949ms proces-to-process, 3816ms node-to-node, 7hops, 0versions (13 first, 13 discovered)
leader L23 of team T11 discovered at 19268.000000 that M211 is in danger (after 2507ms proces-to-process, 2009ms node-to-node, 4hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 32802.000000 that M219 is in danger (after 9972ms proces-to-process, 9217ms node-to-node, 5hops, 2versions (11 first, 13 discovered)
leader L23 of team T11 discovered at 32802.000000 that M216 is in danger (after 2910ms proces-to-process, 805ms node-to-node, 2hops, 0versions (15 first, 15 discovered)
leader L23 of team T11 discovered at 23107.000000 that M217 is in danger (after 1234ms proces-to-process, 140ms node-to-node, 1hops, 0versions (10 first, 10 discovered)
leader L23 of team T11 discovered at 42791.000000 that M203 is in danger (after 25144ms proces-to-process, 24305ms node-to-node, 5hops, 8versions (7 first, 15 discovered)
leader L23 of team T11 discovered at 46942.000000 that M202 is in danger (after 21634ms proces-to-process, 19883ms node-to-node, 13hops, 3versions (12 first, 15 discovered)
leader L23 of team T11 discovered at 23964.000000 that M205 is in danger (after 5767ms proces-to-process, 5153ms node-to-node, 7hops, 0versions (8 first, 8 discovered)
leader L23 of team T11 discovered at 30903.000000 that M204 is in danger (after 11051ms proces-to-process, 10615ms node-to-node, 4hops, 2versions (8 first, 10 discovered)
leader L23 of team T11 discovered at 34686.000000 that M207 is in danger (after 7015ms proces-to-process, 3865ms node-to-node, 1hops, 1versions (14 first, 15 discovered)
leader L23 of team T11 discovered at 36926.000000 that M206 is in danger (after 16030ms proces-to-process, 15148ms node-to-node, 5hops, 6versions (9 first, 15 discovered)
leader L22 of team T11 discovered at 52220.000000 that M214 is in danger (after 23396ms proces-to-process, 22741ms node-to-node, 3hops, 0versions (13 first, 13 discovered)
leader L22 of team T11 discovered at 40793.000000 that M215 is in danger (after 13149ms proces-to-process, 10991ms node-to-node, 9hops, 1versions (13 first, 14 discovered)
leader L22 of team T11 discovered at 41339.000000 that M218 is in danger (after 16412ms proces-to-process, 15293ms node-to-node, 9hops, 4versions (11 first, 15 discovered)
leader L22 of team T11 discovered at 40793.000000 that M212 is in danger (after 21332ms proces-to-process, 21051ms node-to-node, 3hops, 4versions (9 first, 13 discovered)
leader L22 of team T11 discovered at 51457.000000 that M213 is in danger (after 25344ms proces-to-process, 24870ms node-to-node, 6hops, 2versions (12 first, 14 discovered)
leader L22 of team T11 discovered at 36575.000000 that M209 is in danger (after 8178ms proces-to-process, 7324ms node-to-node, 7hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 26546.000000 that M208 is in danger (after 11128ms proces-to-process, 8405ms node-to-node, 2hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 never discovered that M220 is in danger from 21758.
leader L22 of team T11 discovered at 44775.000000 that M210 is in danger (after 16922ms proces-to-process, 16058ms node-to-node, 6hops, 5versions (13 first, 18 discovered)
leader L22 of team T11 discovered at 26309.000000 that M211 is in danger (after 9548ms proces-to-process, 8716ms node-to-node, 8hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 48137.000000 that M219 is in danger (after 25307ms proces-to-process, 24463ms node-to-node, 11hops, 8versions (11 first, 19 discovered)
leader L22 of team T11 discovered at 39462.000000 that M216 is in danger (after 9570ms proces-to-process, 8099ms node-to-node, 6hops, 0versions (15 first, 15 discovered)
leader L22 of team T11 discovered at 32762.000000 that M217 is in danger (after 10889ms proces-to-process, 9578ms node-to-node, 7hops, 1versions (10 first, 11 discovered)
leader L22 of team T11 discovered at 20224.000000 that M203 is in danger (after 2577ms proces-to-process, 2020ms node-to-node, 1hops, 1versions (7 first, 8 discovered)
leader L22 of team T11 discovered at 27510.000000 that M202 is in danger (after 2202ms proces-to-process, 571ms node-to-node, 2hops, 1versions (12 first, 13 discovered)
leader L22 of team T11 discovered at 18604.000000 that M205 is in danger (after 407ms proces-to-process, 54ms node-to-node, 1hops, 0versions (8 first, 8 discovered)
leader L22 of team T11 discovered at 28262.000000 that M204 is in danger (after 8410ms proces-to-process, 8075ms node-to-node, 1hops, 1versions (8 first, 9 discovered)
leader L22 of team T11 discovered at 42707.000000 that M207 is in danger (after 15036ms proces-to-process, 12139ms node-to-node, 3hops, 0versions (14 first, 14 discovered)
leader L22 of team T11 discovered at 41339.000000 that M206 is in danger (after 20443ms proces-to-process, 19573ms node-to-node, 14hops, 5versions (9 first, 14 discovered)

Results: 
-----------------------------
Process-2-process response time: avg=13131.551887, min=407, max=38874, median=11701
Node-2-node response time: avg=11553.101415, min=7, max=38154, median=10145
Hops: avg=4.983491, min=1, max=15, median=5
Process-2-process response time / 1 hop: avg=3497.830189, min=407, max=22730, median=2482
Node-2-node response time / 1 hop: avg=2960.839623, min=7, max=19346, median=2149
Version difference: avg=2.023585, min=0, max=11, median=1
Ratio of leader discoveries: 424 of 440 (96.363636%)
Ratio of discoveries regardless the number of leaders: 216 of 220 (98.181818%)
